ra,dec,parallax,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,radial_velocity,distance_gspphot
274.407910532996,-18.935455037557535,0.5111944365595661,16.431564,17.225714,15.525762,,1729.8683
274.4004081843271,-18.938605739621803,7.637974491026267E-4,17.953804,20.73409,16.517845,,1071.704
274.40095389585895,-18.936417131304474,0.06421496940334089,19.988464,22.002295,18.758883,,
274.40997205608926,-18.93459120818426,0.7050866884559482,19.302032,20.36945,18.215656,,
274.4060172474547,-18.9352254926775,0.6324399335366878,18.64858,19.914616,17.573483,,582.0867
274.40372672867613,-18.936976914325125,-0.2995744799128886,18.969713,21.605623,17.423506,,
274.40876636382353,-18.931844084617822,0.14572343756289566,20.154657,21.439926,18.794312,,
274.40591833845355,-18.9331200579982,0.05704313236279633,17.194742,21.058401,15.538568,,2618.1873
274.39736404517373,-18.939966196077698,0.25315594530882224,19.281185,20.731388,18.273392,,
274.3968063035515,-18.93899822949735,0.3621589019637134,20.35173,21.494154,19.527826,,
274.401078187068,-18.934896579179693,0.35156849185920797,19.575241,21.01804,18.453054,,
274.39547664183414,-18.93875667272591,,19.3152,,,,
274.3958031503668,-18.938346170283896,0.11909830805442022,20.002598,,,,
274.40363172313886,-18.930215433068305,0.5680598132257536,19.131418,20.171507,17.25778,,
274.40001549125054,-18.933505732676362,0.5758474481963783,18.985722,20.051374,18.016409,,548.4878
274.4088061612085,-18.931102645653155,,20.95,,19.828096,,
274.4002897021002,-18.936951503809475,,20.64347,21.553131,19.888205,,
274.4015684603863,-18.93346276306043,1.4786989554846326,20.338703,21.955053,19.468573,,
274.40225632646747,-18.938622456953368,,20.759434,,,,
274.408900974898,-18.93439163199051,0.3932121514711309,16.569122,17.457727,15.628864,,
274.40583489054256,-18.93364268918588,0.19173815549419723,17.442305,,,,
274.4045399274482,-18.934312052333134,0.6167710381666996,18.743334,19.880884,17.629604,,578.8107
274.406547869801,-18.93007738692918,0.3085756370729561,19.385078,20.7768,18.095161,,
274.40469523348463,-18.93011624328808,0.19712667521959176,13.328122,16.23975,11.853503,39.652374,1793.5338
274.41088015319656,-18.934370678677446,,20.731005,21.999897,19.23288,,
274.40813831065446,-18.9350701593403,,20.840452,,,,
274.4011015377128,-18.938972025612227,,20.784222,,,,
274.4003912182079,-18.934942020491825,-0.03947039081467381,19.61319,20.891745,17.660362,,
274.380997274033,-18.94417220198595,0.47000885785740826,16.790384,17.547464,15.887857,,984.6996
274.3900601713459,-18.940942980178693,0.5251269845992039,18.495373,19.647867,17.414541,,588.0974
274.3770243282023,-18.941065129010692,0.23960183386537864,16.895157,17.661245,16.023495,,
274.3907471696631,-18.935700665626914,0.7692721087823295,17.337093,18.227348,16.351154,,777.6826
274.38250800295367,-18.93440207897478,0.22181863420042292,17.080563,17.895586,16.148422,,1129.3854
274.3815193805738,-18.932471888401,0.5846687000953368,18.215637,19.333834,17.233173,,691.4086
274.3863377768751,-18.93226819777853,-0.9769924134151348,19.58661,21.521849,17.960619,,
274.3896352116108,-18.93630673037563,-0.19858823664159445,19.416353,21.168104,17.801418,,
274.38885781617336,-18.93373893059231,0.5769179333005179,18.335,19.246792,17.460636,,719.6356
274.39019800741806,-18.941832160410343,-0.7977173421485745,19.53652,21.894747,17.924395,,
274.3907896337852,-18.937743794875768,1.2456544137270296,19.87572,21.737204,18.48076,,
274.3811365461298,-18.943628731958547,0.27192339537925836,,,15.1183,,
274.3909465574068,-18.939621659365052,0.17923108460684542,17.625303,20.59555,16.143972,,1014.334
274.38986905307826,-18.941633798065173,,20.10088,,,,
274.388305437484,-18.943281457126186,-0.6749936353264577,19.129143,20.62693,18.02913,,
274.3909468613412,-18.940628272537037,1.481185723288797,18.913105,20.092339,17.892435,,
274.39221635612137,-18.9392139773832,-0.5073305266944732,18.840712,20.17974,17.679415,,534.7319
274.38548389659843,-18.943334177805824,-0.6253258372221703,19.846909,21.160206,18.351467,,
274.382209377737,-18.945901097353225,0.8926765294071008,19.834526,20.247381,18.592417,,
274.37993130516355,-18.935828185808887,0.48821453801702497,17.806969,18.58743,16.940886,,807.3814
274.37572355630215,-18.93866009486159,,20.616636,,,,
274.38776737104916,-18.939062367219144,0.40224850984245386,18.990265,20.344019,17.951273,,550.9767
274.3910213425558,-18.935899088348545,,20.640835,,,,
274.38231898075526,-18.941695931333452,,19.977997,,,,
274.382526695005,-18.941732179671895,1.3875057132421895,19.20058,20.38425,17.49334,,
274.3804829404573,-18.942260110262193,1.8215491032438633,20.286678,,,,
274.38083676709016,-18.94253605631568,-0.04435034928556469,19.980864,20.999668,18.580904,,
274.38963729335495,-18.934045247232014,-0.9634194904139091,19.77203,23.120975,18.39706,,
274.38558679236223,-18.937674315592982,0.8812001282415143,19.634256,,,,
274.38276390776866,-18.939724204798143,0.5389763859535948,19.17972,20.20646,18.256882,,
274.3781654776675,-18.942450275111828,0.07024262908596939,18.178656,19.567875,16.479366,,
274.383752241215,-18.93725999439179,0.15172407154405534,17.594631,20.360683,16.087124,,1127.7651
274.3781257668736,-18.942005355785927,0.5432062997591495,19.307896,,,,
274.3829596730671,-18.9364736961975,0.7471693249464503,19.42475,,,,
274.38470785721347,-18.93341989104353,0.7757838467605258,19.997492,21.026482,18.858194,,
274.37753637014083,-18.939273595263277,-0.004485859763949334,19.540594,21.81425,18.214174,,
274.3817383103884,-18.9354097059882,0.055205604631421476,20.040478,20.920685,18.647606,,
274.3759489985553,-18.93900527090878,0.6907953230445285,19.96572,,,,
274.3807159984307,-18.934203477427495,0.6583360185155094,19.578074,20.60172,18.560862,,
274.3794437107757,-18.935067549095184,0.11531301258099654,19.864836,21.28786,18.727365,,
274.37692888442746,-18.935892865583792,0.09692183349334232,20.08988,21.595444,18.76698,,
274.37355270885826,-18.938485631576043,-0.05561880205653805,19.269966,20.30321,18.118998,,
274.3828752748185,-18.929075791311455,0.3926648078220752,19.553278,20.44643,18.330418,,
274.378732476563,-18.93248045864942,0.3787753406876233,17.675358,18.511105,16.763903,,799.5917
274.3858517936325,-18.931538805958926,-0.07412801173847267,20.065092,21.13435,18.988916,,
274.38221284603907,-18.933941161818577,0.043258995978691414,20.189297,,,,
274.38120388354565,-18.934090229777368,-0.3699908641440353,20.185204,,,,
274.37674422897754,-18.93535255482995,-0.4324314110887318,20.683823,,,,
274.37671992754116,-18.93741995485416,0.996748756963104,19.873692,20.826454,18.847414,,
274.38458453347505,-18.945169372081864,-0.2291943898559967,20.275614,21.156157,19.189093,,
274.3916683553984,-18.93850260433326,,20.64312,,,,
274.3918702136116,-18.938187258050416,-1.582732908130163,20.399467,21.290129,18.653381,,
274.38280443123574,-18.935313799926554,0.39679987311969017,20.608694,21.033606,19.456545,,
274.37927763774945,-18.93594729186101,,20.893654,,,,
274.3829814218664,-18.941755696481724,,20.65254,,,,
274.3758045911909,-18.94030847850099,2.957993754654067,20.511414,21.0622,18.676788,,
274.3755771392578,-18.9377584084585,,20.33431,21.821318,19.247225,,
274.38453217707615,-18.92998525433507,,20.724566,22.043892,19.740644,,
274.3763418291533,-18.940392756512047,,20.850552,,,,
274.379209118812,-18.939577688698417,,20.874914,21.0168,19.449364,,
274.3875381104495,-18.940067784630568,,20.710546,,,,
274.3829701798005,-18.945114655447792,,20.4441,21.625944,18.94883,,
274.38953296547754,-18.941104289480204,,20.857128,,,,
274.3932340824017,-18.939001145066864,-0.2655060896557073,19.545721,20.964598,18.433113,,
274.3882397139636,-18.94024726922329,2.2722299149928027,15.751985,16.618433,14.802049,,398.4713
274.3850352645363,-18.937645948676497,-0.0027493880963216782,16.502901,21.231524,14.825593,,3702.2822
274.3833511157404,-18.936492257072956,0.2349787730602191,18.573948,19.547647,17.24187,,
274.38668471730955,-18.93329396759116,0.44123301482850696,19.140469,21.978413,17.619461,,
274.38062116282987,-18.937020177871904,0.6095116439018724,16.191065,16.885899,15.364699,,1658.1217
274.37811933463945,-18.93807113166313,0.8057266593382107,18.73863,19.949184,17.506376,,420.1552
274.37838281206774,-18.938161726636178,,20.799637,,,,
274.37642638353594,-18.9391394903108,0.0989804377859451,18.169197,,,,
274.37880983252995,-18.933665981882736,0.13116889416529195,17.363045,20.645523,15.731994,,2425.711
274.38497705256316,-18.938468006967696,1.230258563441304,20.109642,21.085804,18.503391,,
274.3869536545855,-18.941591651521662,,20.492537,21.30836,19.80704,,
274.38919269255484,-18.93668208910613,-0.597545710931167,20.521801,21.827084,19.463387,,
274.37748061784924,-18.93382506025236,,20.543043,21.621302,19.568237,,
274.3856192446754,-18.93364467183977,-0.19910612696668734,18.489058,21.762972,16.913395,,
274.38245632645027,-18.9327678869479,-2.841183572757198,18.945965,20.660824,17.364603,,
274.39218231817335,-18.93507919695385,0.02247330972479265,16.18557,19.226673,14.684463,,2282.7495
274.3940312413444,-18.93162199798415,0.5693340743387679,17.81493,18.733812,16.933245,,859.7845
274.3844068454361,-18.928621240153905,0.22354816646157,18.247932,19.187183,17.339699,,824.8938
274.3871303835464,-18.928082493784085,0.302387922289305,18.11714,18.988354,17.056864,,687.5176
274.4009901040768,-18.93185706041507,0.5323258019056684,17.15531,18.013216,16.253368,,711.54
274.39017354972543,-18.925823822367303,0.19495292847505477,18.254692,19.551832,17.20006,,709.345
274.39828260535285,-18.925506425012642,0.3606028153572865,17.4814,18.917448,16.341887,,660.3354
274.4000975164193,-18.92427905089852,0.4603621613435391,17.081013,17.972414,16.178629,,1946.842
274.393194626005,-18.919458212665887,0.7133640076220809,15.959361,16.69548,15.114318,,
274.39417508539105,-18.921195926018385,0.36075541816976464,17.513916,18.61427,16.45996,,
274.39412738575265,-18.91975214124928,0.6066865813286066,16.972174,17.72172,16.056965,,
274.39703972225414,-18.93516934918421,0.8711604537962089,19.409609,21.665724,17.944353,,
274.39972737929696,-18.932464602191256,0.814292564215197,19.927443,21.66121,18.808542,,
274.3998642824388,-18.931519816241625,-0.1234885179228116,19.881819,21.37476,18.106064,,
274.4021126558025,-18.92894448674289,0.7709919027756628,18.945908,,,,
274.4021308437326,-18.929140923072644,0.19971356043820152,18.650393,19.139343,16.97461,,
274.3988457142146,-18.930517480216366,0.5276945500345155,16.826107,,,,
274.39615501359503,-18.932501480063003,0.21040162268608112,19.141476,20.89083,17.702139,,
274.3953454668413,-18.932164987792014,-0.5057381474001815,19.774078,21.398647,18.48143,,
274.39414474294176,-18.93249890072262,0.228920017907198,18.70635,19.831106,17.703491,,
274.40118428233734,-18.92541856966525,,20.001638,20.521389,18.29216,,
274.4010235141434,-18.925704636839566,0.4396842040270384,19.932905,20.809227,18.196493,,
274.3969522406234,-18.92870241815448,0.32402187171582547,17.27269,18.163671,15.636391,,
274.3991239094782,-18.92604115438814,-0.023024159237899702,19.979017,21.286482,18.274244,,
274.4019217434376,-18.931242631514884,1.414954127427929,20.446722,21.763712,18.44298,,
274.4116503525505,-18.91782806977653,1.130287774142197,20.029337,,,,
274.3911283127998,-18.932056427685836,0.5514141764013021,18.866625,20.243599,17.89133,,636.6279
274.3988682282144,-18.924328178205922,2.267944837174425,19.541553,20.428583,17.702883,,
274.39896256974407,-18.924447638401084,,19.913862,,,,
274.3966907342544,-18.926527682143995,0.21054094337369914,17.89307,,,,
274.39649615576184,-18.925240867101344,0.10513106673624797,,,16.781822,,
274.3968456800792,-18.925292593777908,0.21812854454093203,18.619123,19.43175,16.906916,,
274.398178516126,-18.922632792584032,1.1463735786274865,19.658594,20.99265,18.44406,,
274.38795264113406,-18.931112570400344,0.8328058474063434,20.306005,,,,
274.38805057252495,-18.93077479916044,2.0815220933349665,19.9206,21.762985,17.435305,,
274.38832438551407,-18.929771973998026,0.18952195633221078,19.70086,21.251614,18.729244,,
274.39126144463506,-18.924972115705977,0.5349962353850497,18.478422,19.54028,17.547142,,653.225
274.38750090963634,-18.928086649361227,-0.2362772021178879,19.958065,,,,
274.3925578492208,-18.921276914680668,0.9530800161505905,19.154102,20.153568,18.269302,,
274.39884271606536,-18.933647988109634,,20.896578,22.042845,19.336117,,
274.3983109516975,-18.934080133539734,-0.0565224682826319,20.039972,20.840185,18.875996,,
274.39747128760723,-18.93377592456253,-2.542943643107593,20.658941,24.11437,18.47796,,
274.39773054352696,-18.933828575183103,0.4792334454926946,20.307972,21.514677,18.514599,,
274.39544598728855,-18.933443749997533,,20.649883,,,,
274.3958799605956,-18.933289815622327,-1.0325994149877802,20.291784,21.68278,18.30764,,
274.3997592436156,-18.92832596109502,-1.0604647286129634,,,18.87849,,
274.39629863886245,-18.92989901177568,,20.743498,22.099245,19.712929,,
274.3953879766466,-18.930721983300966,,,,20.464651,,
274.39745523543337,-18.926613030880638,-1.2685960335202944,19.818657,21.235712,18.42323,,
274.394210626347,-18.929071715275253,0.8826330239795146,20.543146,22.719278,19.51583,,
274.4001090112408,-18.923401347549554,0.5184021263331845,20.767721,21.91574,19.647846,,
274.39139967196076,-18.930472319868457,,20.703669,22.560926,20.129948,,
274.39526836471254,-18.92589362109454,2.3380988033570698,,,18.5914,,
274.3953117665213,-18.92631437489571,1.1642964853704725,19.959133,21.191679,18.114283,,
274.39408238667016,-18.92659202447241,1.1848258977053783,20.516665,22.936445,19.053236,,
274.3947995251488,-18.923595200803025,,20.591187,20.924631,19.308306,,
274.39109009460816,-18.923526985725907,0.43944206020966126,20.265617,21.369656,19.21469,,
274.3950618091237,-18.919386617324854,-0.7977183449251868,20.483816,22.257607,19.034868,,
274.387178143276,-18.92678470757373,-0.19866202543044936,20.388172,21.570597,19.357918,,
274.39341699690107,-18.920824499465425,0.3798393671871862,20.576925,22.276495,19.659073,,
274.39925396461194,-18.929050295853997,1.2913783753481811,18.659979,18.185778,16.710169,,
274.39963645899525,-18.929473635155908,1.282483921561262,19.670418,,,,
274.3932143071092,-18.93530779551278,0.6568767186597145,19.917223,20.805653,18.89477,,
274.3912047005143,-18.934268732941824,1.127055224622553,20.618958,22.054771,19.570486,,
274.38771548489825,-18.929311531312752,,20.896097,,,,
274.3897696828281,-18.933059561908422,-1.0455186150368605,20.60165,22.481289,19.610083,,
274.3974871050008,-18.93509622290041,,20.78865,,,,
274.39476851333933,-18.9350417840695,0.4719893356356121,17.977396,18.880346,16.982292,,689.6561
274.40106407747277,-18.92829578131869,0.8430297094308647,15.716949,16.201567,15.057079,,1033.2478
274.39885059665477,-18.929741678993782,0.8258268063240563,13.080002,13.429905,12.554371,11.040502,1074.0157
274.3970743500481,-18.928934164310565,0.21658848628120841,17.742054,,,,
274.3964111331991,-18.92600124382247,0.2605914448883762,16.16082,17.3417,15.022751,,1605.2522
274.38752153548796,-18.93026997824535,0.05735676048825271,18.96322,20.191427,17.547407,,
274.387485587974,-18.93008821756359,,20.665497,,,,
274.38839419972356,-18.92520277976537,0.7332655987671709,16.792444,17.64734,15.885051,,
274.4001589711591,-18.930365572377323,0.7728611551191643,20.1556,20.076094,18.352201,,
274.3975694169826,-18.92854882953963,,20.910088,,,,
274.3970047700834,-18.928095138116174,1.321389532759976,20.614212,,,,
274.39236015936126,-18.927909099134446,0.8919562292100712,20.488632,21.71101,18.933884,,
274.3932466578453,-18.923085934595345,-1.3257027136901394,20.363708,22.007689,18.6009,,
274.3941681730524,-18.935229081196898,,20.860794,,,,
274.39483225086406,-18.930929897626328,,20.80742,21.992264,19.847696,,
274.40581251474737,-18.922887203656042,0.3598743159824523,18.292528,,,,
274.43532249371594,-18.92131760001919,1.628814168664298,20.566053,,19.177637,,
274.44139102491647,-18.917688361297316,0.3382930275381721,16.117603,17.622637,14.918897,,2670.1042
274.45151041263034,-18.91081564367698,0.11785203148613506,18.728481,19.993156,17.651178,,861.8988
274.4491332151802,-18.913049217217488,-0.9964493505315426,20.558084,22.030378,19.056889,,
274.44552766400864,-18.914146138548396,0.43195529246288294,19.298115,20.457905,18.502079,,
274.4447667767817,-18.914268246764866,-0.5790459108287555,20.042372,21.302458,19.35651,,
274.44070239436076,-18.917892319962874,-0.6239994815645965,20.245962,20.952543,18.355326,,
274.4481836265968,-18.910762995827554,-0.013438449109918621,18.77986,20.019125,17.771639,,583.1044
274.4411841928377,-18.91706526178356,-0.4395402931880489,19.655651,,,,
274.4427625555762,-18.914757660246412,-0.307139267528352,19.477839,,,,
274.44332271323776,-18.914406190656265,-0.13800990637201177,20.67871,,,,
274.4431398123729,-18.914862656659597,0.15264551626850792,17.565977,20.378395,15.992478,,1099.5059
274.4552601130575,-18.906361508634742,0.5354973512410266,19.092993,21.411186,17.5814,,
274.46175619390283,-18.902547164554267,0.5097056251326586,15.648823,16.274012,14.792874,,2096.066
274.4528730852997,-18.910892651812034,-0.17573516880092005,19.573341,22.068064,18.03343,,
274.45377866588086,-18.90832017400841,-1.0372419707808618,20.327967,,,,
274.4605860085027,-18.90510584799512,,20.537916,21.857162,19.228857,,
274.4613725449603,-18.902012874492854,1.0644404981585456,19.758099,,,,
274.4566973263243,-18.903537120814168,0.0846209400313346,20.018528,21.085934,19.231218,,
274.464427058317,-18.903393831716837,0.7280802976796797,19.105227,19.997833,18.103502,,
274.46309916360974,-18.902872053515697,,20.727512,21.374557,19.882732,,
274.45464702358396,-18.909659068424016,0.9260361086610027,19.371586,20.707767,18.356163,,
274.45593773522563,-18.907133578162853,0.4778833758150314,19.756477,21.283514,18.709194,,
274.45219931488896,-18.91011402638995,0.01598098944994586,18.891516,20.104473,17.869095,,686.1888
274.4563897062028,-18.905423062015505,1.309805537744716,20.512774,21.384386,19.666986,,
274.45371598118834,-18.907677336396183,0.8117105899343702,19.546515,20.9459,18.323454,,
274.45551694917333,-18.905699695369854,0.34215258417773226,18.625128,19.913692,17.437597,,598.6225
274.4605887199761,-18.900093352241345,-0.09988635978965629,20.555012,,,,
274.4578015047437,-18.902638545298558,2.4514375930230528,20.598387,21.153677,19.773136,,
274.459419286377,-18.90108384041442,,20.691637,21.678326,19.602419,,
274.4531681740528,-18.9068276148735,0.42239895586745,18.806562,19.510565,17.7192,,
274.4559143317962,-18.903827411032974,0.08368511772237656,18.652588,19.60675,17.730167,,791.155
274.4600018879928,-18.89957914475059,0.3086915580995372,19.024426,20.015303,18.075947,,
274.45253201884486,-18.906403362918386,-1.7723154331997475,20.430193,21.445164,19.666494,,
274.45371858179664,-18.906590803647976,0.5539521727186253,17.348993,18.094742,16.461409,,925.9729
274.42044346376923,-18.928545610896336,0.2710518632738842,17.785507,18.756693,16.826466,,2121.3564
274.4127905871648,-18.926965898517846,0.350034854785366,18.29854,19.808966,17.16076,,524.9124
274.41618259810366,-18.924516427263978,0.8484864639849937,16.52252,17.12116,15.790236,,1023.951
274.41370198978814,-18.922378639797703,0.36278122772074783,16.817842,17.811888,15.825785,,
