parallax,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,distance_gspphot
,20.82271,,,
0.5783734767386475,20.4154,,17.713398,
0.4170909088138852,16.29165,17.457325,15.21679,
0.5555921952846041,18.45827,19.280775,16.928102,
-1.769075210184486,17.5244,19.75878,15.984893,
1.925899810469861,15.908042,16.847328,14.868234,
,20.907015,,18.647022,
,20.813955,,18.484835,
,20.808077,20.40906,19.44332,
,20.69818,22.279406,19.209278,
,20.28576,,,
-1.3808637372322712,19.073574,20.2721,17.060005,
0.9679537057005473,20.54779,,,
0.3352919795841408,19.18542,20.619923,17.805569,
-0.11431833945928084,18.832777,21.823055,17.317001,
0.27603004624772515,19.082697,20.777224,17.610432,
-0.2191540306652378,18.780241,21.456814,17.193136,
-0.32549494108572563,19.493092,21.864367,18.013893,
0.48828849596790225,19.759272,,,
0.18538695007820444,19.594908,,,
1.0104056868146214,20.04798,21.58055,18.354809,
-0.2863918823134121,18.77039,21.479773,17.199091,
-0.18549692304277218,19.807837,21.499945,18.315434,
-0.09729158951496925,20.151142,21.58908,19.172787,
1.2218291471195155,20.089256,21.55002,18.585669,
2.51751690396759,20.196722,21.652393,18.271803,
-0.30750972679581595,20.454676,,,
,20.903957,21.409096,19.717247,
-1.0481143103336152,20.451626,21.754677,18.951588,
1.850556900422894,20.552753,20.875286,19.572577,
0.8856118939478759,20.289705,,18.158382,
0.9885751752292541,20.71333,,,
,20.757675,21.404064,19.196487,
,20.857851,22.43718,18.981556,
,20.698294,22.368698,18.711403,
,20.546242,22.092218,19.325546,
1.7599580129880825,20.32486,22.03525,19.068787,
2.7262194417150085,20.56528,21.78516,19.812841,
,20.773148,22.262516,19.358826,
0.7408513958432349,20.51208,21.304031,19.149258,
,20.840296,,18.913351,
1.8729006319205228,20.673805,,,
0.054168653298010336,19.941547,21.015171,18.772743,
1.0311405658848867,19.181204,21.49515,17.617195,
,20.68598,,,
2.652068240890379,20.559725,,,
,20.689768,20.761692,20.185843,
-2.0077086124709536,20.113161,22.389683,18.287712,
-0.06372236778241225,16.819788,20.256857,15.239767,
0.7594668590080675,16.793848,17.6983,15.770948,1771.3733
,19.448622,,,
0.4766019673122305,18.099812,19.41637,16.940105,675.8917
0.6635957312079236,18.981003,20.263885,17.59796,
1.8661145640013534,19.215742,21.10009,17.254984,
,20.584543,,18.19559,
,21.011803,20.52125,19.241125,
0.49949812521700077,19.701645,21.31166,18.028595,
-0.1583741579017374,19.870634,21.39152,18.315166,
0.30231759976718475,17.609333,20.439476,16.056032,1140.1256
0.5502095339357935,18.307657,19.401731,17.360718,612.1261
0.11906891265864114,,,17.449314,
0.26158492533178984,19.061735,20.740355,17.705103,
0.20422881877907414,19.687113,21.27274,18.05909,
0.195117060696933,18.448542,21.836731,16.81963,
0.5419933554546619,17.973038,19.569977,16.771896,1694.3456
0.4834676450844703,16.62384,17.980421,15.455602,6550.877
-0.5637911143731347,20.099598,,18.420025,
0.04353088038686881,19.009626,21.24053,17.391462,
-0.6081559206682746,19.683136,21.101465,18.478588,
0.45025825345353465,17.532484,19.107063,16.249166,
1.075272608479348,19.863514,,,
,20.904547,,,
,20.57917,,,
0.19858177966909757,18.738125,20.311396,17.527897,469.6805
-0.8867708619068703,19.88303,21.986654,18.54057,
0.7318061862508105,18.956772,21.365864,17.183685,
1.3138932586882341,19.698807,21.252018,18.79088,
1.298329504670709,19.708868,20.387562,18.51436,
-0.4628193962494293,19.72865,22.862122,18.1387,
,20.861637,,,
0.6579445125550655,19.131813,20.954271,17.87913,
0.9200537840236652,19.67703,21.366358,18.209898,
0.027749717195239373,18.077225,21.084892,16.375711,
0.956074794894849,19.99707,21.615208,18.846733,
0.2543885944711668,19.7368,21.527037,18.6728,
0.43160096272558846,19.67071,21.843904,18.176147,
-0.49731155083648315,19.571379,,,
0.9252099142555607,18.700035,19.726141,17.550709,652.9622
1.9632535065492165,19.761698,21.228464,18.621302,
0.4775146574398416,20.255188,21.914257,19.24648,
-1.301339717825926,19.022707,21.07438,17.345678,
0.30815901129733964,,,18.490938,
-0.4126907120800876,20.276108,21.26866,19.309303,
-2.5466707872504664,20.221632,21.257454,18.292515,
,20.674404,,,
0.5206346062207239,18.909752,19.743801,16.959711,
1.5990422614475208,20.11755,,,
-0.3962909995513673,,,16.820814,
0.2196075284452696,20.004595,21.345179,19.07395,
,20.149677,,,
,20.529816,,,
-0.18048566389579784,20.575953,21.096298,19.468046,
,20.71692,21.921793,19.277678,
,20.718145,22.47846,20.059381,
,20.67447,19.905382,19.69903,
0.7021822577139413,20.531755,,,
,20.967482,,19.511917,
1.0387338625065181,20.650854,,,
,20.864672,,19.350706,
0.9302504911870195,20.361938,,,
0.6738224188655741,20.32921,21.422846,19.402266,
-0.2504036889816412,20.41709,22.297775,18.89082,
0.1306879081511338,20.644796,21.059631,19.912352,
,20.96325,20.892603,19.845654,
2.2017212591921433,20.301916,22.14332,18.43636,
,20.817287,22.066711,19.54604,
-0.5410704687463956,20.532759,,,
-0.5029598124735768,20.25563,21.7161,19.15797,
,20.773561,21.256908,19.241468,
-0.18538498169122836,20.695093,21.480263,19.529572,
,20.804111,22.39364,19.561205,
,20.950487,,,
,20.836693,,19.415121,
1.2349763500220532,20.187868,21.271818,18.78671,
0.8422213211588523,20.46219,,,
-1.858602244774065,20.582897,22.042927,19.843233,
,,,19.472849,
,20.885464,21.703531,19.488342,
,20.90298,,,
,20.638412,,,
,,,,
,20.845081,22.342812,19.53245,
,20.98009,21.776188,19.991537,
,20.905005,,19.40057,
2.432170762368363,20.378267,,,
-0.7478306090935243,19.484901,21.001652,17.811508,
0.7116651500837868,17.557102,18.496042,16.45452,888.1758
-0.05478826483268624,19.882236,21.593369,18.341904,
1.0577035163250457,19.002048,20.213497,18.037418,
0.335479187576737,17.56969,19.147522,16.350647,2879.9292
0.19351037428977302,20.421015,,,
0.7136654758966964,18.342339,21.72882,16.532938,
,20.785522,,,
0.3767715484273989,15.771623,16.736341,14.785535,
-0.19797169104710682,20.503012,,,
0.43972475146890644,12.926893,14.24673,11.80238,
,20.710758,21.58117,18.758633,
0.3038414054126126,20.05381,21.147179,18.27308,
0.2769241727517829,17.178875,19.208044,15.832964,
0.4380514402452781,17.862436,18.901625,16.858662,795.598
0.6354948440793884,18.500502,19.731237,17.503374,558.9962
0.21601238788837682,17.458977,19.708168,16.11135,
0.5770220977736179,18.942148,20.174545,17.649094,546.667
-0.3320370036066945,20.158627,21.962929,18.262785,
0.5881889515948556,19.863148,21.800192,17.975286,
-0.13564942131537433,19.775564,21.394403,18.139359,
1.1266032651733788,19.238817,21.292496,17.89387,
-0.7589523213112815,20.276073,21.809738,18.64015,
-0.1954194951530775,20.029205,21.120142,18.249914,
-0.05815620701250332,20.4311,21.767422,18.903679,
,20.84892,,,
0.17955856049314278,19.858736,21.739,18.021605,
,21.02602,24.445969,19.765636,
,20.425545,18.645597,18.450552,
-2.6454615271192155,20.471712,22.453632,19.200342,
2.00676550835397,,,18.740881,
-0.09211388254238181,20.112774,21.607449,18.467459,
,20.495985,21.501755,18.093132,
0.6831606122290584,18.589834,19.571302,17.598444,691.2162
1.2379241846899305,19.286888,,,
,20.680876,20.774675,18.121288,
0.4451546258260063,19.173796,21.659588,17.5254,
1.9184868417072078,19.081047,20.845463,17.852173,
0.37119329884722585,20.042376,21.352314,19.02292,
-0.8575762663551504,20.117693,22.012566,18.444324,
-0.6959830489358164,20.117332,21.536064,18.647198,
0.8373790413779736,19.326183,21.083496,18.095625,
0.02226092855943993,19.678492,20.250515,18.070461,
0.03539567490788576,18.27152,20.806505,16.79184,
0.3462449538036087,19.371666,21.076944,18.211515,
-0.08412695765070968,19.652273,20.944056,18.681273,
0.5547449169515996,19.915293,21.57476,18.292252,
2.5621349625751657,19.435694,21.209703,18.110657,
0.44309383441426264,19.26215,21.429384,17.650705,
-0.23042713260041328,19.540789,21.21653,18.375298,
0.01892548487200047,18.213377,21.814432,16.555779,4793.6514
-0.3267863882553778,19.819473,21.405611,18.584383,
1.5888939847159254,19.518183,20.818089,18.471922,
-0.5218014837881965,19.72981,21.141588,18.060715,
0.4275339722476487,19.69881,21.018806,18.162914,
0.11142908041646199,18.86764,21.341774,17.060486,
-0.17136727667522694,19.756506,21.140718,18.726196,
-0.41184475636537327,,,18.59316,
-2.097048258262757,20.153646,21.533083,18.837725,
0.2781267632757832,20.236046,,,
,20.540884,21.630547,19.04174,
0.22570110259872017,20.38851,21.63095,18.70013,
,21.231205,,,
,20.900127,,,
,20.944427,21.90198,18.582851,
,20.67395,21.903137,18.419476,
,20.468157,21.955105,18.41217,
,20.806618,,19.392931,
,20.748932,,,
-0.26521196139629943,20.35353,21.15118,18.98389,
6.068247368531829,20.53691,,19.103413,
1.2056846710240734,20.186228,21.809511,19.055107,
,20.71923,,,
-0.8967768506291898,,,19.241417,
1.5967081488155401,20.358524,,18.971222,
,20.668747,,19.312925,
,20.690369,20.693457,19.280453,
,20.83683,22.397305,19.497543,
1.7140437447095749,20.530586,21.84977,19.050259,
,20.96075,,,
-0.8984518731190922,20.589632,21.855806,19.265537,
,20.42668,22.286514,18.794266,
,20.872131,21.559027,19.637102,
,20.784296,22.558569,19.880001,
,20.769703,,,
,20.6637,20.702965,19.411808,
,21.034376,,,
0.841432319955222,17.806906,18.846472,16.749048,594.7053
0.39612024119647227,18.052492,19.077797,16.867298,2133.3306
-0.31578015760175504,17.178553,21.507805,15.466885,10193.811
0.5007420267733577,17.006166,18.08535,15.946217,1586.7485
1.7763307635904066,20.044107,21.926056,18.632797,
-1.0391884022973692,20.292706,21.872776,18.24425,
-0.7739545980583181,20.40555,22.40483,18.977293,
0.48360329642222605,19.22299,20.584024,18.112083,
-0.1864705202208922,19.226288,21.791965,17.698221,
-0.21504723061162245,18.933365,21.685263,17.305122,
1.5168390540161443,19.712877,,,
0.2966143360754232,19.374973,21.518774,17.984488,
0.4180748620704374,17.542017,18.966764,16.383608,684.06
-0.9967732789183719,20.323809,22.370779,18.932606,
-1.1104812471977747,20.351871,21.987356,18.67604,
-0.7718122820659755,20.164328,21.772915,18.576298,
0.5203613709359748,19.34427,22.050331,17.817877,
0.5206308166593593,19.545444,21.621786,18.0413,
0.17034684838465733,18.75362,20.865303,17.192095,332.5559
6.335304870853752,16.038252,16.863653,14.806712,
0.022529307964850483,18.131401,20.70112,16.477757,10346.112
0.319941385960362,18.918404,20.811121,17.644644,407.9171
0.24279147232645015,19.732924,21.588974,18.522593,
0.7259466323732556,19.352486,21.568499,17.659298,
0.5203894470717976,19.8313,21.276463,18.646078,
0.32064564223570297,19.810999,21.356213,18.5183,
0.10875364956552667,,,17.569323,
-0.5999645372534905,20.171234,,,
0.6745755326294331,19.421444,20.908453,17.743517,
3.88502972187021,20.455702,21.139944,18.539564,
1.8377855857476217,20.489464,21.87089,19.768053,
-0.643108734991297,20.354975,22.421732,19.023033,
,,,18.632063,
,20.99313,,,
,20.629877,18.215689,19.190126,
-0.3344592520046695,20.336979,,,
,20.672586,21.53923,19.703531,
-3.7837512104136883,20.427834,21.672865,18.684542,
-2.3840352224990817,20.632591,21.633482,19.290918,
-0.810096745752862,20.552267,,19.056892,
0.6662158397837126,20.435705,,,
1.0011108228175953,20.4431,21.844475,19.190454,
0.7909943249708131,20.512403,21.658087,19.189306,
1.3942360328947982,20.24561,,,
0.9027771231240871,20.652107,21.41106,19.378527,
,20.969765,,,
,20.882864,22.110458,19.84005,
0.7632891076507414,20.269226,20.497799,18.320232,
,20.526598,21.10688,20.059208,
,,,19.548857,
,20.988726,21.065536,19.460365,
-0.127725496153969,17.732124,21.833689,16.060993,
0.6484980379963493,17.216423,18.230362,16.242033,2055.8916
0.5182844462316153,15.692686,16.422173,14.839882,
0.4395367527305204,18.214533,20.97676,16.405159,5874.1655
0.5977254046434998,17.017517,18.03125,16.041943,1710.1779
2.100252800547144,19.78976,21.269133,18.549795,
,17.514156,,,
0.7605310322872576,19.451967,21.90498,17.671507,
-0.23563210298331733,20.2061,,,
,20.861822,20.118153,19.936714,
1.1714102278384835,20.246435,21.479322,19.096586,
,21.060917,19.841715,17.46588,
0.3554966562806676,18.609177,19.58036,16.78755,
,20.634502,20.838316,18.893494,
,20.801779,22.20034,19.779543,
0.41404699503790265,20.294304,22.2365,18.709675,
-0.152604549253709,19.566917,21.470482,17.821316,
0.8070788244214769,18.302017,19.484959,17.279684,568.4975
2.4016617130908853,18.485994,20.427086,17.159,449.1249
-0.19438649566438834,,,17.803692,
0.1840278332800177,19.296904,21.410877,17.916235,
-0.5342855297882173,19.818405,20.242506,18.11664,
0.272309518373594,19.450293,21.367018,18.053308,
3.399420736749084,20.511074,21.680744,18.708231,
0.3263752936440723,18.8941,21.864353,17.296728,
-0.11461355581729071,19.213099,21.762989,17.726423,
