mg,mb,mr,parallax
17.255587,18.084774,16.354883,1.1369567096257727
13.846713,14.08827,13.452337,0.80281595895363
14.700944,15.15503,14.081526,0.40413380974158924
15.412397,15.856246,14.80228,1.2209808887849238
15.559451,15.880468,15.072409,0.6415225442643065
17.412605,18.45199,16.407856,1.2375171425899754
15.531021,16.160763,14.767893,1.8741346036701707
17.270866,17.948746,16.477371,0.9763747240990811
16.577032,18.120724,15.368291,5.8431219387074105
16.11172,16.543585,15.512045,0.910584664532418
14.809634,15.566716,13.918591,2.8367394644984847
11.551833,12.048048,10.894959,0.5334004190591883
14.702522,15.301646,13.906037,2.5693027219392075
14.777016,15.173459,14.21692,1.2364060280518292
15.89754,16.563663,15.059127,2.0067333544476327
12.609519,12.893198,12.168651,1.1740150483126517
17.628382,18.790842,16.563559,2.767237722549639
18.243286,19.219849,17.28475,1.8463403401207223
17.558172,19.095924,16.352497,3.272016495617874
14.998468,15.392708,14.402118,1.126998624856429
15.10749,15.354068,14.703745,0.41046295409715733
15.945396,16.317118,15.415293,0.5991707109525832
15.837666,16.208088,15.301378,0.4860899590577819
15.308959,15.740557,14.715495,1.1072676426076786
9.96569,10.419105,9.304381,2.9998805498955434
16.791592,17.225637,16.194126,0.7924544294670707
13.011026,13.3024845,12.56322,1.1537852378067346
17.895937,19.156698,16.796648,2.0043168046222157
13.148294,13.432406,12.702182,1.1383217473343883
17.957907,19.20022,16.875849,1.3642659156392365
15.421817,15.773353,14.902176,0.5124909662655317
13.397335,13.692865,12.942476,1.2302463529123318
13.480726,13.829233,12.964836,0.9300418060899904
15.009868,15.412567,14.444034,1.229993201637803
13.710828,14.007005,13.254931,1.2220427845540116
15.795624,16.171692,15.258679,0.7379915913443481
13.097951,13.38877,12.647377,1.1813368205747719
14.376572,14.724671,13.867318,1.0224503500137103
12.906685,13.350951,12.296489,0.3012573450247268
13.0150175,13.311026,12.56186,1.1654125854104487
14.511745,14.982903,13.87896,1.3173100251851277
18.023462,19.039589,17.00751,1.4801731446120694
17.289637,18.095469,16.418297,1.20515733376285
13.816915,14.249237,13.21697,1.739381608084268
18.334526,19.795317,17.144104,2.80074497488171
17.533243,18.528526,16.538551,1.3032602271647282
14.618785,14.905984,14.165786,0.8176174946146832
15.658077,16.041067,15.101108,0.8214146692630305
15.014594,15.355898,14.506136,0.9720632177017107
16.994267,17.693577,16.206053,0.9432243110815258
14.823039,15.248144,14.234071,1.5038000928251385
14.081163,14.544221,13.452716,0.2760248309936017
14.684276,14.976734,14.229079,0.6582398642050425
13.41655,13.696121,12.977431,1.288344616142494
16.039492,16.438894,15.437055,0.8199893416902012
15.912306,16.245434,15.215964,0.8427044071255154
8.447178,8.998814,7.74177,1.8642634783410874
13.453484,13.784156,12.954762,0.823570433350518
15.667709,15.965957,15.082962,0.6486618522365049
16.149776,16.521433,15.614799,0.5325591718669478
16.504368,17.615807,15.456114,3.0751654538928928
15.76199,16.197361,15.150725,1.1096255072658778
15.211296,15.597179,14.655032,0.9486343208339609
16.989433,18.274824,15.87584,2.4603768535741275
16.411549,16.97975,15.698794,1.0262303950525533
15.683914,16.023838,15.173838,0.38785138262738383
16.62562,17.32628,15.816951,1.144590050732567
17.622303,18.533009,16.690483,1.0084063472987181
17.954714,19.842674,16.669657,5.515180996536872
16.482908,17.059093,15.772448,1.0960755120523349
17.266718,18.889225,16.048285,3.231081264202955
13.811958,14.14384,13.316357,1.1830247395823534
17.05509,17.818674,16.18916,1.1743690902129125
15.580447,16.394064,14.695254,2.293019976874558
15.728919,16.232393,15.072271,1.1581514388735228
17.79454,18.771505,16.844034,1.522350303746181
15.34328,15.726713,14.785876,0.8509202039143839
15.505084,17.342703,14.229981,22.044759098763794
15.824952,16.320082,15.173654,0.9645621784472969
15.458749,15.919372,14.824487,1.0360012338326277
15.368779,15.81424,14.7606945,1.1333438379700798
15.533839,16.07909,14.838594,1.4346764195005388
14.796757,15.299593,14.138772,1.8015694790640244
16.619219,17.375898,15.770074,1.145734794239688
16.00579,16.542921,15.322859,1.171919203472662
14.76007,15.162543,14.195185,1.1671742141323178
13.230782,13.524049,12.771653,1.1694071841513647
13.999897,14.3102,13.525227,1.1778103885999522
18.311607,19.706476,17.161362,1.6243480536954187
15.414056,16.036055,14.648534,1.6425367295416076
14.108406,14.646529,13.426789,2.6737631317212642
15.443903,16.641993,14.352733,4.629331660779559
11.852529,12.06586,11.493473,1.8455163423358794
14.836234,15.218682,14.288462,1.207080168273699
16.55189,17.366402,15.671504,1.2925223647873225
17.688488,18.99533,16.561422,2.392850518597744
16.261847,17.202238,15.305992,2.2448009724881994
17.001232,17.776869,16.155851,1.1835307268019761
13.640699,13.936279,13.180241,1.272132023017775
14.463204,14.766366,13.994053,0.7796977862477507
16.077852,16.45789,15.526788,0.5795454549713879
15.096831,15.534664,14.50079,1.330326864361098
17.719465,19.573137,16.416101,7.3056332914096185
15.383015,15.829051,14.774907,1.1034820467525404
15.880503,16.33736,15.266176,0.982466329108732
14.855729,15.235503,14.304616,1.1456835094289854
13.05644,13.346821,12.605186,1.0659845025103598
16.540419,17.367199,15.624826,1.5386535914359512
15.968229,16.303482,15.465042,0.49709319563936066
15.971453,16.47165,15.308976,0.9659867813543561
15.216683,15.584074,14.679723,0.9637995831896339
14.19013,14.635765,13.581984,2.1304238831666793
14.048451,14.350169,13.586893,1.133119926009633
17.803898,18.69712,16.840918,1.1884691727308325
15.386318,15.832812,14.773345,1.106011818102264
14.222672,14.494761,13.786361,0.7060576604349857
17.813705,18.70634,16.848946,1.3416663536873186
17.431898,18.453497,16.435904,1.0485643272477891
15.192,15.710498,14.5135145,1.1518183420410624
18.041496,19.014355,17.084835,1.6513249376377936
17.401415,18.315432,16.480413,1.1352121992742288
17.818066,18.959646,16.762232,2.3603209506539753
13.559339,13.852017,13.105506,1.1608150866882294
16.02001,16.555176,15.330141,1.183441424147861
17.78092,19.050802,16.665005,2.735536174789756
16.207754,16.79376,15.487231,1.1315310929740943
15.867139,16.885618,14.865536,3.5018427396344287
16.989664,17.825426,16.095499,1.2464238204193012
14.397411,14.716383,13.905598,0.8183942055734557
16.549437,17.048033,15.885111,0.9706471835030666
15.811581,16.703075,14.882211,2.8277765587712342
15.931817,16.460413,15.248056,1.1288742969554475
13.646082,13.937034,13.196364,1.1420813291546128
17.160772,17.954477,16.28926,1.1048270997874323
14.314516,14.632357,13.829776,0.6675383714209314
14.357606,14.701082,13.842654,1.4885226029643257
13.626239,13.927196,13.163814,0.9162695121955877
17.64689,19.208857,16.437756,3.143572191234186
15.440104,16.30384,14.491721,2.441884688037007
15.928841,16.27886,15.413289,0.7643902253423016
15.917141,16.692156,15.066318,2.1433629848821862
15.059569,15.462943,14.495015,1.1389922201124276
15.785034,16.22167,15.184086,0.9584764753707848
16.083487,16.549,15.445513,0.8749647115231937
18.18635,19.76915,16.973974,2.2903639901484025
16.212866,17.693844,15.0051985,7.411811809554671
15.977743,16.799139,15.090678,1.9505049111864126
17.033241,17.885077,16.131706,1.2311660918558935
10.399834,10.647603,9.992629,2.2979769746454566
17.09057,17.924782,16.18258,1.0886921581024651
14.830026,15.4453,14.021371,2.2638042197526222
16.38421,17.193485,15.355357,2.6993448848145767
17.369555,18.308628,16.422647,1.4481324211036157
16.96763,17.711668,16.119972,1.1856122329244592
16.347939,16.72056,15.806411,0.6275525097568228
17.501165,18.760494,16.366556,2.9643460076217942
15.705956,16.18717,15.067311,1.0994519068874977
16.516256,16.87944,15.989963,0.64306705863924
16.75273,17.652485,15.820416,1.3145585034562888
14.855805,15.2381525,14.307092,1.1684561011726533
14.306527,14.730643,13.712546,0.4984548072252595
16.433367,17.009058,15.698292,1.0653449955607006
15.07889,15.425815,14.565322,0.6530596744200964
13.658481,14.0174055,13.134102,1.80989662052725
13.537104,13.836275,13.077141,1.0247844965976887
14.051309,14.510589,13.437307,2.504961409567269
17.15753,18.121813,16.186865,1.107446972731127
14.332987,14.661368,13.839628,1.1481136612719698
14.97063,15.271971,14.501891,0.7137542891431995
17.839968,19.164663,16.683846,2.4149341527286863
17.314846,18.363508,16.282726,1.5472047675321963
13.908438,14.24258,13.407801,1.7233840998630903
13.186102,13.526874,12.674265,1.1872158647678066
16.934404,17.479845,16.252565,0.9163750576433015
16.015043,16.585487,15.311945,1.1491976666638108
15.534893,15.993551,14.911435,1.1441052736663366
17.420282,18.209356,16.557447,1.025865442270007
15.21966,15.676011,14.585279,1.2298720081783958
15.992601,16.540833,15.300859,1.1317665336999316
14.242255,14.5862465,13.732631,0.8656950212286696
15.262092,15.669422,14.691823,1.0776338381705333
16.919346,17.456758,16.240438,0.7864184923478261
12.900735,13.178658,12.469827,1.5256931337857573
15.514958,16.052835,14.807967,1.3641554749409894
16.886763,17.54797,16.10131,1.0735282507658739
15.312484,15.759415,14.699525,1.0820166705913967
9.409208,10.080609,8.621808,1.1905377048633794
15.101241,15.709871,14.359398,2.0929178613201107
14.022008,14.336729,13.546353,1.1760488762712418
13.097421,13.360047,12.674256,0.7189209151364152
14.508028,14.853672,13.984268,1.0523313991734282
17.622618,18.833826,16.538626,2.0960526543617704
10.6918955,11.120941,10.095186,2.516535595264214
14.290511,14.778924,13.639771,2.4910664212035853
16.674498,17.389294,15.861398,1.2023217651864568
12.556582,12.845843,12.106691,1.1505987118170358
16.869692,17.286842,16.279978,0.782589493644054
15.651149,16.019169,15.116045,0.7987712964962599
15.636947,16.113472,15.003998,1.1691726614826008
11.784922,12.285364,11.126527,1.2256855861421474
11.318048,11.7463,10.721541,2.2385642813967634
15.611175,16.08574,14.98348,1.1092145312133743
10.456305,10.694424,10.058962,3.495791712902764
14.189812,14.507525,13.708784,1.1262589774114633
15.592101,15.882298,15.13092,0.5017327149735225
15.535884,15.888177,15.016348,0.7571056733080751
15.445424,15.777934,14.944906,0.628438640411171
14.547466,15.042598,13.890259,1.8175273405441024
14.919369,15.296853,14.375769,1.0462453032311048
15.843439,16.591234,15.007459,2.0636066995150086
14.428984,14.773544,13.916234,1.1611753160591376
17.149462,18.250252,16.123827,2.1641083981266904
15.70626,16.096085,15.146049,0.6539426693964732
14.848915,15.389172,14.158249,2.0193469084901903
15.573388,15.894129,15.086755,0.6714321329519555
15.974243,16.402946,15.373437,1.0300255404118739
15.950618,16.525599,15.227644,1.0555355560294328
12.94739,13.330108,12.404208,2.765952747111809
17.05601,17.713577,16.27566,0.8953101980561329
13.139835,13.426375,12.693227,1.1546228221033752
15.200652,15.554381,14.678362,0.8888999148893809
16.562843,17.383722,15.666732,1.07902768899703
15.866777,16.330956,15.247475,0.8273238809414524
18.080736,19.455374,16.94112,2.735876897099711
17.654667,18.780039,16.617582,1.7026152843533084
17.169577,18.254848,16.12214,1.8254935463754114
16.058798,17.020632,15.088188,2.7934885490241856
15.261703,15.610873,14.736043,0.49054172560355713
12.962245,13.259376,12.506748,1.1563356285063975
17.271465,19.210619,15.967246,6.852461556596234
15.885509,16.17528,15.432303,0.4924985213420642
17.329582,18.318459,16.34931,1.2131554784510572
12.31929,12.628382,11.794764,2.086039485504425
15.365284,15.683381,14.88153,0.765030851218639
16.808115,17.629972,15.92381,1.2095269354295533
12.240408,12.724093,11.599232,1.1764006095470585
17.873344,19.045513,16.793121,2.37317975791653
15.011093,15.356358,14.498572,0.6995597365436564
17.154366,17.95706,16.282183,1.1233096773516908
12.622208,12.984981,12.092922,2.8100786570114935
14.300996,14.631618,13.804988,1.1471978798789568
13.140885,13.424926,12.692524,1.1452746975719046
16.772861,17.373121,16.060041,1.0859850242993234
15.550977,15.869231,15.072163,0.5186391971798893
14.2255125,14.630667,13.649604,0.7487896820319734
12.675331,12.950386,12.247072,1.143756697211575
16.589996,17.26305,15.7993965,1.2012755468888845
16.369274,17.058695,15.553303,1.2352329218248634
10.587041,11.162599,9.869245,1.1698836129931296
12.589812,13.115967,11.91247,0.42632815345579106
17.628092,19.102554,16.43678,3.2339908708872582
12.409035,12.786309,11.84692,3.363416056347062
14.712022,15.058502,14.19399,1.0652943797505203
17.21895,17.967192,16.386492,1.1360364892180355
17.276403,18.233934,16.309319,1.1833576367959937
14.196072,14.542882,13.676468,0.5059593430204478
16.93838,17.559944,16.193478,0.8548223612363651
13.671642,14.240004,12.963864,3.4004244670970554
13.3048115,13.5428915,12.915618,1.0890544373994278
12.487086,12.799124,12.014236,1.1824348074745221
15.545361,16.117918,14.826129,1.142989821383854
17.675444,18.97706,16.513645,1.65724522374771
14.506522,14.858822,13.984011,0.634625724650077
17.3391,18.499834,16.277298,1.629890201880073
17.57735,19.027359,16.40642,5.831951596935768
16.578,17.033527,15.95446,0.8958437384146922
11.735606,11.971109,11.303083,2.5039795252275896
17.788292,18.941126,16.737305,1.5354968699334601
15.440536,15.839825,14.875176,0.9290549701559379
13.664942,14.0928335,13.075719,2.622997807931796
15.025004,15.421106,14.467443,1.110024824718389
17.222775,18.538063,16.090883,2.410021056229718
16.655602,17.363558,15.849131,1.169150069420193
14.830228,15.218017,14.272186,1.1685711653978457
15.271931,15.867246,14.539826,1.762292935086138
16.014977,16.960127,15.048632,2.563773258628538
16.476915,17.008987,15.792752,0.8828217740544155
17.601553,19.05771,16.414581,4.0420144326236525
14.789231,15.056732,14.359945,0.5488554181743747
17.235138,18.064478,16.35784,1.138505102479786
15.524864,15.820377,15.057817,0.5159633949560654
13.0958,13.441335,12.585717,1.871557053704074
15.773722,16.426477,14.996337,1.759772841690148
15.833749,16.188122,15.3155365,0.5732873727371761
15.172592,15.489344,14.691846,0.5915555260998727
12.085474,12.586334,11.426062,0.8105054727322585
16.61714,18.212694,15.398134,6.5173856946650455
16.438288,17.076254,15.6744175,1.1716537246727672
14.977662,15.480967,14.3127985,1.3472881599550754
15.058717,15.341503,14.616334,0.6020162975039325
16.096762,16.513475,15.502785,0.7412442182623322
12.498801,12.772635,12.064648,1.4098075762564377
10.292144,10.885068,9.560844,1.4080653985481375
15.490542,15.829557,14.979019,0.7831572042346119
14.857042,15.241033,14.294492,1.1808788165018222
12.453174,12.757159,11.988199,1.1351720682894442
16.06821,16.988384,15.059928,2.3036928635338154
14.473397,14.789707,13.9943695,0.8878253180851334
17.586082,18.539452,16.641546,1.2365046662721901
13.619781,13.890816,13.186167,0.8572694264113677
14.501789,14.854368,13.985534,1.18105412492831
16.856707,17.600086,16.03113,1.0610447358735389
15.1012535,15.526978,14.50572,1.1873474045380894
15.018536,15.772511,14.169,2.9219353382067053
17.052906,17.729849,16.2651,0.7840537602150494
16.813192,17.399134,16.028227,0.9659422609610686
15.5221195,16.005356,14.846945,1.3120882487482393
17.648022,18.792181,16.430557,2.1951993483934387
15.525917,16.205502,14.734046,2.117692608919711
14.829949,15.201052,14.287997,1.4667464051353858
14.441525,14.783627,13.933902,1.1529961740630323
15.833301,16.129694,15.366328,0.5045146367383615
11.520842,11.886604,10.992657,4.74587785628744
13.564315,13.840057,13.127709,1.3350499062040955
15.454413,15.913632,14.83825,1.2873831912036497
15.8736,16.355835,15.232583,1.0299572896960707
14.232644,14.620206,13.677222,0.8215757475237956
13.883233,14.132533,13.47883,0.775270555591721
13.050789,13.340482,12.60132,1.1928781905188317
14.776748,15.157445,14.228508,1.392448644097273
13.811379,14.080154,13.385397,1.068603968367988
16.841274,17.623028,15.980439,1.0819063599132959
13.063472,13.349937,12.616427,1.0905656099421337
15.69557,16.626198,14.736167,2.4751666264404664
13.591028,13.879345,13.142441,1.1530682551257954
13.518902,13.997561,12.879077,0.5625550339079081
13.165168,13.521308,12.645542,1.8568039479434655
15.25217,15.556902,14.778952,0.5767055257837176
16.779554,17.785069,15.778708,1.8815309964712619
15.578226,16.052921,14.94298,1.2449281514785315
15.645964,16.151531,14.980957,1.109152957233345
17.388828,18.19115,16.52296,1.0766550436923459
17.630356,18.54518,16.706484,1.1759935628026776
15.009348,15.361983,14.486933,0.5067519247654052
15.832096,16.470638,15.068631,1.1560790802487906
12.569078,12.858162,12.121825,1.1425857273235593
11.738488,12.241316,11.077671,0.8252784835381145
16.54981,17.222261,15.767192,1.1478513512234012
14.770731,15.186278,14.185083,1.3080747258772565
13.891024,14.193909,13.427225,1.126502588701083
16.305943,16.849829,15.599373,0.868473443792028
14.354107,14.655588,13.833616,1.1122767888743827
13.984864,14.26237,13.545393,1.102014663833797
15.832089,16.285255,15.22056,0.8661592013053697
10.978755,11.337726,10.447576,3.8701952320518984
13.290701,13.535852,12.892154,0.8990950469311935
13.153065,13.412116,12.733674,1.1214490794886283
16.272823,16.794245,15.604639,0.9614923844613525
11.619803,12.039587,11.033876,7.081621493276169
13.391685,13.745624,12.877559,1.1881932825636883
15.860882,16.48923,15.105123,1.056812510742369
13.927207,14.228859,13.459665,0.5005479485871446
15.362796,15.856287,14.708056,1.2118934045435708
13.60212,13.8627405,13.18677,0.9466873152045614
17.049267,17.840405,16.186964,1.0677905114150346
13.169649,13.453252,12.727606,1.1644582829236667
12.560714,12.850648,12.113398,1.1060934570050205
15.33606,15.883775,14.636331,1.140031985679314
16.203896,16.562218,15.666331,0.5840596520188104
14.774575,15.151203,14.234624,1.128511691604889
16.043224,16.594904,15.34548,1.148524052178257
13.862155,14.222431,13.335797,1.1392711511157656
16.329939,16.7658,15.71125,0.9519653224023705
15.8911495,16.41352,15.21304,1.1292708563594203
14.75083,15.169945,14.160731,1.2752545851161174
17.323992,18.116226,16.462347,1.043222691764934
15.617603,16.08904,14.982506,1.1099441120943034
14.627281,14.983402,14.104643,1.2225189785989339
17.207718,17.96425,16.363092,0.8384967614583396
13.889378,14.290919,13.316672,0.9124312559398698
14.230254,14.755773,13.551845,0.35691878676160943
13.932858,14.241656,13.459886,1.0941891079470014
16.715645,17.542393,15.823675,1.5988428907738055
16.486538,17.139574,15.716848,1.2347903800509639
16.305517,17.713627,15.145197,5.870784563960303
15.767904,16.106297,15.262065,0.5292536428565108
18.120392,19.67516,16.937468,2.5647329175146156
15.994203,16.312502,15.507315,0.5810072132243922
16.246227,16.985983,15.413958,1.2701700217086174
13.992014,14.295077,13.52625,1.1809791276690245
14.38763,14.722945,13.886174,1.1485762475750647
13.283628,13.56678,12.839996,1.2436404594579058
15.556512,15.989253,14.951831,0.45913661742810136
16.37453,17.161995,15.5086,1.6355342725528195
14.496078,14.84606,13.980469,1.1606062868335307
12.576983,12.871478,12.122548,1.1767322900760782
14.768289,15.415824,14.000434,2.469229959286088
13.98377,14.349852,13.452127,1.1711731381142008
17.50314,18.374243,16.59244,1.2574703576342998
12.2207,12.423004,11.883225,1.3773084158232212
14.599969,15.034307,14.001678,1.2331326182265465
13.151058,13.443035,12.696921,1.1568720743566456
15.868754,16.396814,15.189688,1.03744448585197
17.425936,18.332941,16.528624,1.1701211232157724
13.040115,13.332144,12.587914,1.1986323362760365
15.842297,16.429115,15.106195,1.6952563889041743
16.339571,16.94384,15.607137,1.1104700970960861
12.53787,12.833331,12.083925,1.163966201676433
18.20518,19.616863,17.05691,1.7254995455303368
14.212021,14.535939,13.717884,1.402388193028019
13.775511,14.079675,13.305323,1.1708293956288622
16.377378,16.883194,15.715947,0.8809260474718468
13.410427,13.697819,12.964019,1.1592611514668354
16.28867,17.120062,15.388555,1.8160168916252737
14.749684,15.153382,14.173037,1.1734004281522512
17.058943,18.3639,15.935381,2.9482199980309614
16.455765,17.14325,15.656102,1.0219625167933348
13.536232,13.826424,13.087331,1.1444482936268856
15.014009,15.411751,14.444801,1.1479300800918495
17.047773,17.80834,16.198383,1.0890588061901678
13.42456,13.720562,12.970219,0.9729556203147747
14.370622,14.710147,13.864649,1.1728343536955887
14.740636,15.121491,14.194714,1.1906199447939703
13.516213,13.7696295,13.105659,0.9897968279302767
13.543837,13.835651,13.085463,1.1068811034069665
17.421862,18.557991,16.374165,2.147750735619373
14.176739,14.558428,13.619871,1.1068715921782215
16.652458,17.33415,15.85708,1.1436050945138663
17.071058,18.06072,16.087378,1.113630410961549
14.919376,15.344805,14.324718,0.9312052990820047
16.116764,16.739014,15.360873,1.2227965145536221
17.356447,18.21495,16.451775,1.1842722728713826
13.729235,14.161198,13.13489,2.544616259622922
16.484573,17.20374,15.668626,1.438795111852295
14.370695,14.778187,13.800363,1.1597529619130709
16.612162,17.31977,15.789411,1.249385045108378
17.512197,18.411274,16.591316,1.0479992765515553
17.038721,18.169292,15.954087,1.925066992846112
16.254097,16.568954,15.778382,0.535619560447239
16.23637,16.835665,15.507571,0.9290679978599915
16.461048,17.162117,15.640898,1.1980525111007962
16.414963,17.725134,15.279499,4.5703412695124
16.693424,17.467249,15.8316,1.0986828339456585
15.905231,16.42329,15.23187,1.1216282025178883
