mg,mb,mr,parallax
20.669067,21.683485,19.430096,1.3888626275275404
18.772173,19.253588,18.147182,0.25770493215656315
20.19769,20.775753,19.601324,-0.8659743684609655
17.661707,18.16681,17.013668,0.29416553225390957
20.094748,21.161505,19.101934,0.828030002262432
20.689526,21.365664,19.457314,2.7095011370060615
20.51427,21.273119,18.782322,
15.485817,15.922606,14.877924,0.8994598882969699
18.649118,19.117073,18.056602,0.11177558090170567
20.529419,21.219797,19.726366,0.25068934942815735
17.805872,18.554909,16.98122,0.6249891958282967
20.698524,21.013517,20.064138,-0.20376066147709346
17.603579,17.98536,17.055548,0.40013594304647376
20.606234,21.645899,19.346066,-1.9724241322414613
12.355074,12.742888,11.7944765,2.2649309186981244
20.144562,21.014431,19.16436,-0.7977834295715552
18.40436,19.918331,17.237267,2.3726165812597766
19.919027,20.42926,19.09929,1.2724741930116785
19.633085,20.483164,18.776598,0.4681544679879738
18.622034,19.436892,17.794548,0.25571893911957155
20.309275,20.933104,19.45156,1.342168687448162
20.458591,21.076996,19.543604,-0.4166781977470663
21.075785,21.877142,20.23949,
17.566868,18.010548,16.943983,0.2768416643549875
17.843397,18.43951,17.090254,0.5867995777409006
20.992714,20.944296,20.28993,
20.13888,20.835375,19.289621,0.3638193367216258
20.434214,20.834784,19.784397,-0.9017950184672631
20.101088,20.479824,19.63628,-1.6183986802151367
18.65642,19.233265,17.938683,0.3652666164118736
19.52915,19.93576,18.879335,0.47985089232386247
20.313232,21.22678,19.240515,0.7455570979192492
21.047491,22.059517,20.213879,
19.688244,21.103722,18.512804,1.4963373545459806
18.6025,19.113443,17.913877,0.2728791582513137
18.07816,18.534578,17.422026,0.35960892491879987
18.84136,19.254396,18.290045,0.5145291474323936
20.050444,20.859806,19.199614,-0.009601732235048288
20.893867,21.308046,20.621178,-1.4387376081580936
20.590666,21.095,20.009497,-0.13656122462822592
16.361485,16.769014,15.685206,0.4257555028318551
17.976297,17.077488,16.286692,1.0326053051718227
19.438995,19.891367,18.174034,0.9601239312074611
19.73617,20.12307,19.076097,0.3985913583112356
19.90329,20.635653,18.920729,0.7918973718622998
20.186687,20.77353,19.520254,-1.2934727447173333
19.064539,19.678429,18.39029,0.02432488474072253
19.546534,20.236244,18.827826,0.46333434459815076
19.70826,20.663267,18.875639,1.4097885413362856
21.083158,20.518904,20.215088,
19.673721,20.76324,18.687517,1.3160856561105738
16.53461,16.988443,15.905061,0.5186672809499431
19.338207,20.534372,18.270758,0.9446047982368267
19.440983,19.999706,18.893446,0.041531659716749575
18.890558,19.268246,18.25928,0.1060423208820931
17.691423,18.472607,16.831772,0.9796593127714673
20.563974,21.54173,19.599894,0.774600394916114
18.778946,19.40327,17.993399,0.5939248055217702
20.477554,21.591856,19.326944,1.8057041970023215
18.612076,19.105087,17.99161,0.25370280723885186
19.289377,19.797892,18.694958,0.2120304807471441
18.3015,19.105762,17.418577,0.9387705283152521
20.421627,21.286425,19.4201,2.3876568356909837
21.045721,21.39102,20.120893,
20.730078,21.051266,19.931152,2.2101249466126935
16.93414,17.417587,16.29536,0.3980142430407014
14.380947,14.869575,13.727285,1.2682063069515426
16.913908,17.74761,15.954442,1.3091100476571558
19.991102,20.647724,19.226147,0.48394019725238924
17.777374,18.263294,17.118431,0.24992213894403897
18.507648,18.958227,17.92305,0.1983999270609968
18.050938,18.498774,17.435349,0.040590127153243984
20.912395,21.45559,19.460926,-0.6818634249946348
21.097328,21.096907,19.683165,
19.64557,20.097923,19.130402,-0.7283915207692973
19.973053,20.924463,18.985456,1.2931077566392606
18.936064,20.491116,17.730385,1.6499260579728712
18.60046,19.026604,17.984467,0.25981058306815774
21.178621,21.019573,20.233307,
15.7854595,16.250605,15.146405,0.5332489493162992
19.437885,20.088335,18.741806,-0.3799737450096006
19.8574,20.278116,19.350298,0.2018359512249639
19.846857,20.33795,19.29525,0.2523477882534727
20.391224,20.908646,19.906624,0.26851619605328336
19.696089,20.727827,18.692833,1.0762986976183864
20.206373,20.846169,19.375418,0.44175929173305717
19.672089,20.399431,18.780859,0.41289893276396544
17.745392,18.380901,16.988224,0.6460473865638454
20.497099,20.86256,19.792612,1.9104573611267803
21.174076,21.92545,20.627686,
17.270063,18.469309,16.206055,2.0181575801292624
20.58937,21.082918,19.371502,1.7710845486061784
19.313332,20.152262,18.449772,-0.047371649969037075
17.941217,18.413614,17.24663,0.2576393401547349
20.90308,21.844,19.457867,4.014524423430806
19.61879,,,0.42405263031808993
16.754063,17.34647,16.02296,0.7694442489849388
16.598963,17.020939,15.960793,0.35589878506624845
19.98107,20.847647,19.058388,-0.857414083874059
19.617306,20.586294,18.644037,0.8185206851631525
20.492704,20.96085,19.767561,-0.5383785947318869
19.618773,20.648705,18.607037,0.47740906270251876
20.507347,21.091215,19.676765,-1.853541880124984
16.609493,17.601068,15.620295,1.392604929598969
18.61729,19.485277,17.602549,0.8945886478580459
18.988745,19.706661,18.243055,0.5407678732888115
16.842155,17.299784,16.22146,0.3161209480999419
17.084438,17.541573,16.433777,0.4267094365958028
20.722914,21.49563,19.58225,1.7286937146473744
18.329378,18.88913,17.627945,0.44407384693633306
19.134737,19.715229,18.438898,0.2514324875606222
19.040165,19.619478,18.320652,0.24463726456655022
20.40698,21.407288,19.201233,0.5745823916714666
21.020302,21.331898,19.406961,
20.948359,21.08676,19.595072,
17.340515,17.907713,16.62066,0.04840536463026872
17.83642,18.274088,17.236406,0.0304508381546784
20.273558,21.035263,19.400835,-0.5906385241074587
17.760475,18.20642,17.156342,0.3096177967772243
18.391552,19.488636,17.380913,0.6165331911001222
16.936314,17.50055,16.233805,0.6632036464666786
19.871304,20.37407,19.135015,0.20081433314930724
21.011528,21.635551,20.233099,
21.402376,21.801504,20.200655,
18.288923,18.815228,17.635923,0.14931877768249666
17.345955,17.836655,16.702818,0.3765992838060494
18.866262,19.828733,17.920761,0.5073380343781426
18.5809,19.065046,17.958448,0.1358228106887331
21.097519,22.202808,20.074963,
21.107182,20.933996,20.564796,
15.912361,16.360132,15.283838,0.6554336792253828
17.573938,18.187014,16.827864,0.5505068388950674
19.487465,20.729208,18.413923,0.9838309326694229
20.614485,21.60344,19.51454,0.09361161075309249
18.697964,19.091682,18.16049,0.1528766509344962
19.659063,20.187717,18.990198,0.03490164336757283
19.1918,21.032545,17.953285,1.3719269050743494
20.972513,21.416258,19.700953,
20.58404,,,1.0624904289702344
20.580372,21.7454,19.37988,0.17591559192242254
20.021095,20.499636,19.478111,-0.3321774000457366
18.954535,19.444593,18.332644,-0.06051773671493054
20.341682,21.086983,19.450365,0.465977912578418
20.316118,20.976702,19.598297,1.2423132018861922
20.505798,21.436586,19.48176,0.37470812368204387
20.928991,20.86976,20.599503,
18.913849,19.288706,18.417961,0.03516073881194934
21.002516,21.627909,19.87059,
18.80084,19.443382,18.068693,-0.03017611041105149
19.737545,20.07635,19.172321,0.8638716109973533
18.14661,18.610884,17.50851,0.25400663673595303
20.943876,21.68214,19.94855,
21.149826,21.91181,19.583965,
16.336435,16.822453,15.689606,0.35603571578226473
20.917292,21.633127,19.834204,
20.904926,21.068663,19.90927,
20.94809,21.179512,20.266138,
15.072971,15.736899,14.278208,0.11200393797765804
20.734085,20.796576,19.7103,-0.16598092168020678
19.578875,20.223671,18.941471,-0.2907952254122349
19.495483,20.394007,18.619791,0.7685070409606507
20.536085,20.592163,20.06394,-1.456775007100704
20.415945,20.731495,19.878454,0.483244018518339
20.56909,,,
17.63942,18.143667,16.845928,0.11754658890875275
20.187572,20.529886,19.658524,1.4324848979323874
17.6278,18.117441,17.018871,0.4863821799256558
20.430523,21.165068,19.452436,-0.07471621603821987
20.284084,20.691162,19.475533,0.5978675242935971
20.917534,21.404423,20.317896,
18.907015,19.370537,18.226797,-0.11476074605259334
21.042673,21.506416,20.016369,
21.299574,,20.061695,
21.12125,21.953888,20.030027,
19.312294,20.846453,18.103573,0.8159153454066076
18.014574,18.462397,17.416162,0.07296599839502896
18.53674,19.039822,17.87382,0.06882706367888558
18.568865,19.456488,17.619284,0.9156613197899759
20.023067,20.643759,19.224384,1.2498482336082373
20.944584,21.832367,19.840899,
20.4512,21.456009,19.306355,-0.1424767810288796
21.199656,20.771454,20.269356,
16.956228,17.498554,16.270542,0.4263031897530994
20.472134,21.299208,19.78919,1.940490202647973
15.025272,15.573457,14.311759,0.37334331925254577
18.320303,18.692478,17.76213,0.5424696921116148
19.763939,20.721422,18.70106,0.621481398314216
20.752909,21.490694,19.417665,3.0278736650431175
21.275509,,20.522919,
19.611738,20.143774,19.001137,-0.006628424667172818
18.879656,19.405952,18.235895,0.23449368417721564
19.029663,19.951622,18.1611,0.09804201041977056
17.829046,18.329632,17.168306,0.16224419370358134
20.087055,21.169865,19.147083,0.1298342381628332
20.69369,21.182203,20.06657,
21.020975,22.12691,19.926228,
21.118452,,20.221788,
19.771235,21.123146,18.692217,0.9225385835343382
17.179398,17.604355,16.558624,0.3234343585306995
16.43456,17.032997,15.690548,-0.042751350110101435
16.626554,17.283003,15.845714,1.032265544634677
19.37394,19.839981,18.881647,0.2545422838238545
18.7336,19.103214,18.204443,0.03762422422696131
20.9016,22.277111,19.623232,3.1524686161558195
20.802551,21.010258,19.926035,
19.731335,20.511387,18.8125,0.9289001245342329
19.907154,20.42215,19.306263,0.8688781126463527
21.55438,20.734201,19.387287,
18.542376,19.291142,17.686775,0.8643546593773473
19.753828,20.559946,18.899,-0.4786574914582613
18.596859,19.349455,17.838243,0.7790316941463646
21.286955,20.89043,20.37865,
19.971523,20.610075,19.329958,0.43611893828126813
20.931568,21.468096,20.301723,
18.783003,19.221577,18.180708,-0.4115408542945484
20.209736,20.845005,19.382643,-0.13601405223042792
20.61772,21.569813,19.467993,2.0259169064099747
19.29257,20.129005,18.476633,0.17716288798139587
20.520222,21.442099,19.52209,1.3408035017665494
20.758654,21.363445,20.131317,1.2971019088085642
20.68611,21.164482,20.08335,-1.1567715839170747
21.148102,22.490211,20.13605,
17.45955,18.032698,16.758501,0.5111293225582343
19.043602,19.518585,18.393538,-0.06261173513533616
20.407146,20.945034,19.731876,-1.124570662334406
19.175177,19.921383,18.379873,0.5363959775359679
20.762054,21.209393,19.980276,1.1445513606448705
20.243034,21.101988,19.309666,0.6753303940419142
18.892845,19.575127,17.97181,0.6062935176093368
18.376648,18.91117,17.7178,0.28819555356211923
21.11957,22.316614,20.017054,
19.651646,20.049957,18.995417,-0.43876839433762
19.610987,20.397703,18.735338,0.21046087060562763
19.397772,20.015526,18.64894,-0.13838836616316574
19.934332,20.29085,19.338333,0.3851469824327798
19.075758,19.508263,18.500885,-0.165123522895797
17.919428,18.403961,17.271568,0.17436048853340474
20.20292,20.64197,19.5582,-0.004754178912465667
19.6893,21.03788,18.42608,2.034875983803373
19.825813,20.30536,19.326153,-0.16065979686753468
17.058325,17.53058,16.41592,0.4463689988053772
20.046797,21.184313,18.916094,0.6678222918504392
19.77964,20.5794,18.930359,0.5914406256800868
17.693144,18.858866,16.628817,1.5741291709536804
18.939863,19.453993,18.290443,0.012760876564968902
20.954351,21.425024,19.662945,
20.86044,21.522524,19.700203,
21.037893,21.491966,20.437275,
20.715229,21.464518,19.47588,-0.2351781674260316
20.662626,21.087456,19.602417,2.151775023229309
21.030201,21.701391,20.396015,
18.123365,19.773363,16.903936,1.4097617606601065
16.221827,16.747808,15.531334,0.9899539903918573
19.100864,19.898636,18.299362,0.35027212105344835
18.833061,19.29234,18.248367,0.25545348498204556
19.153658,19.53663,18.713055,0.45422475248809363
18.142658,18.658676,17.512684,0.08119340990771656
19.309467,19.687391,18.83795,0.5049807052464992
20.779337,21.04636,20.089403,-0.2212066915985887
19.382355,19.869589,18.69481,0.09291643671586665
20.584293,20.90376,19.965656,0.10869099719531904
20.588846,21.570366,19.319317,-0.5102988878195964
20.163942,20.592981,19.641197,0.3900998019599736
20.306978,21.306702,19.2048,-0.682417319679855
19.178637,19.693098,18.564226,-0.13916211485606153
21.034119,21.428743,19.605368,
18.290112,18.733562,17.651793,0.025963928531441575
19.880857,20.700924,18.913479,-0.4387917766964734
19.473457,19.941383,18.861286,0.05529496128822885
19.054644,19.505375,18.359251,-0.11666468516604885
20.89171,21.172989,20.109507,
17.064514,17.573229,16.318438,0.814954454319913
16.797543,17.669544,15.856774,1.5247963849744033
20.004633,20.393764,19.346972,-0.10209421394972922
20.10595,20.688898,19.545654,0.20851070467073793
20.33179,20.72027,19.88636,0.8551910983454913
19.875595,20.667208,19.367018,0.720595125084392
19.990229,20.412857,19.357666,0.7238074689407844
19.823008,20.103735,18.830826,-0.48594232054328573
20.996696,21.611145,19.635277,
20.117022,21.073526,19.066246,-1.2364341281972253
15.59876,16.224964,14.838656,1.5654415187588333
16.889467,17.514256,16.126053,1.127239637877007
20.72375,19.347422,17.631163,
19.022358,19.559645,18.414848,-0.005709175444534217
19.94392,20.770422,19.008944,-1.1371746437372858
20.348793,20.709162,19.67475,1.3642306506277722
20.327265,20.920412,19.6382,0.31092294690735695
19.76198,20.37587,19.157238,-0.28392847895639484
18.336,18.973919,17.617083,0.49318419495265287
21.162897,,23.299702,
21.072636,20.809061,20.412413,
15.659024,16.255892,14.914145,0.10236775830569946
20.693245,19.27675,17.509071,
19.352488,19.88438,18.687548,0.37714543370568665
19.638462,19.985569,19.100683,-0.7643322471949466
18.345451,19.540533,17.244379,1.2514873483150728
19.519773,20.04809,18.941822,-0.8132017134472058
18.217909,18.79471,17.547314,0.3118409749011642
21.281046,21.580818,19.88223,
21.056646,20.551756,20.200855,
19.40575,20.133142,18.7382,0.6232472490752647
16.958363,17.613028,16.178835,0.5718000824605778
18.55262,18.946424,17.99097,0.2407696073568518
17.816149,18.363039,17.142918,0.24036669477768607
19.05667,19.99753,18.120768,0.7023642986039849
19.012926,19.871788,18.18916,0.5768095377256417
18.51736,19.41783,17.604565,1.02262092870949
20.952812,21.350525,19.634182,
19.49862,20.381811,18.68025,0.288923769882428
17.553934,17.99443,16.931032,0.21777268165614494
18.29989,19.399967,16.663568,
18.874168,19.436924,18.273714,0.2739537912009488
19.686518,20.571321,18.701077,-0.20610926183559167
19.764994,20.73254,18.619663,1.0208074898402397
20.49061,,,0.42190192245121
20.833488,21.173393,20.180994,
20.593643,21.113287,20.014902,1.3227786452009487
20.974777,20.642109,20.155413,
20.881731,20.98955,20.178999,
21.117432,24.085592,20.401815,
15.978607,16.044935,15.859559,0.05706189099150755
17.353745,17.862707,16.699856,0.18219304984424206
19.38093,19.88258,18.715843,-0.2670624076442356
19.764479,20.372486,19.060932,-0.38412556768874023
20.88056,21.12596,19.969597,
19.78374,20.987045,18.573223,1.4525019762031661
20.951792,20.944773,20.335546,
17.46437,18.330673,16.558355,1.202853223288207
16.233696,16.73876,15.554085,0.403246461040712
19.902699,20.753939,18.989626,0.6624153239393571
20.654902,21.129576,19.882673,2.8019058053860544
13.959823,14.42011,13.331805,1.8777954893965467
16.44231,17.384336,15.492497,1.9973097270584406
19.14898,19.74198,18.39325,0.05081394441788164
20.261583,21.180857,19.328606,0.01546357884795263
20.48797,21.24246,19.473639,0.9405870801914118
20.515734,21.48228,19.433323,0.2715340365410798
19.591162,20.048773,18.900898,0.1188359130956677
18.290094,19.591793,17.170334,1.6723523837505483
18.117962,18.610346,17.487562,0.11985661600259101
19.01183,19.678543,18.285494,-0.2785993498258408
20.767527,21.958036,19.441067,4.050967040111476
20.233057,21.360277,19.048527,1.1749802380621202
19.721573,20.279379,19.112246,-0.32930070310512494
18.762615,19.494177,17.944172,0.5378777011932441
20.654282,20.998463,20.088661,2.9090527374406867
21.305542,18.262117,19.9327,
21.114737,21.353725,19.894224,
15.844544,16.133078,15.383381,0.33154857309757524
20.425081,21.431808,19.023283,1.9586380856311025
18.783243,19.280472,18.149614,0.1461008529409384
20.5416,20.552689,19.835274,0.4978828492594348
20.798285,21.653091,19.38803,
18.526787,18.953247,17.90903,-0.037365522130180205
17.999128,18.408876,17.398294,0.5096842856691235
17.354595,17.771246,16.75717,0.3563162527004936
20.791157,21.368946,19.303005,
20.980585,20.86365,20.14607,
18.548927,19.007755,17.940798,0.3478467967054757
20.425875,20.930765,19.883331,0.5697872763640373
20.812384,21.114555,19.606062,
18.725346,19.145842,18.141218,0.23957731411143765
19.916046,20.542187,19.273697,-0.3456635530141438
18.842773,19.25257,18.275103,0.1600338532575578
17.229366,17.656292,16.605629,0.3320530085499793
19.846418,20.720144,19.084259,0.23444911822807252
19.086082,19.796711,18.168024,0.05991813100727972
16.892635,17.438747,16.18133,0.38289065614971146
18.833164,19.714247,17.947199,0.8125974270541748
20.195986,20.724936,19.531569,-0.3585716867473725
19.553545,20.020786,18.854647,-0.5538214853993766
18.086296,18.893724,17.192614,0.89025377414468
19.339054,19.814095,18.677479,0.055365907271259354
19.199392,19.822208,18.405119,0.5538304669511457
17.606993,18.275131,16.822906,0.6911595199589333
19.802496,,,0.2849224953615823
20.333141,20.73335,19.869013,0.9661478964859254
20.829494,20.968868,20.180214,-0.07557681517705056
20.830257,21.362495,19.725718,0.12144085383864778
18.27093,18.670998,17.469934,0.35648847196043304
20.277893,21.470978,19.254616,1.158794378158759
20.963833,20.218843,20.168398,
20.903156,21.003384,20.255527,
19.221891,19.662457,18.570631,0.2286877895837338
18.371885,18.80367,17.405945,-0.6596475651027383
19.835747,,,1.3337586520096947
19.282234,20.722618,18.06579,1.219197017570028
17.764841,18.19236,17.150799,0.07982958299381132
19.92362,20.376904,19.121284,-0.5959234664918355
19.21357,19.8405,18.478415,0.11380829390054258
20.811928,21.135645,19.850174,-1.2968948626204555
20.722084,21.143095,19.83249,-0.8760319921422693
19.717215,20.337145,19.021372,0.1386859609761002
21.117188,21.003168,20.159204,
16.935503,17.560162,16.170322,0.09296302701035497
19.233992,19.632181,18.623667,-0.08474384928330639
18.604092,19.014938,17.99876,0.16885371424471046
19.854141,20.33846,19.236475,1.2352709662258854
19.023113,19.460361,18.463928,0.001823246261150116
19.007744,19.630657,18.346031,0.09069334251437582
20.157955,20.930058,19.053808,0.5069308052996652
20.067102,20.833796,19.200785,0.1660481704707929
17.884083,18.434721,17.187443,-0.03648412363284645
20.735355,21.414787,19.633823,-0.48662921454221103
21.026056,21.88728,20.306358,
20.330492,21.068316,19.636414,-0.8012980769248745
20.999552,21.615768,20.17373,
17.10863,17.665766,16.403107,0.45844159597619405
15.670823,16.302296,14.903264,0.12661869133271061
20.129894,20.597263,19.410763,-0.39155248453609154
20.149607,20.569288,19.557022,-0.9203264516464422
18.632803,19.138393,18.004408,-0.23176230800881265
19.338362,19.746445,18.77225,0.06614475153085235
20.344622,20.657364,20.020279,0.1600340693577142
17.438887,17.855396,16.669031,1.3580198229597198
19.081295,20.034567,18.142422,0.5400778090391278
19.986267,21.356121,18.645807,0.7344969889894906
20.390654,20.396936,20.469152,0.5672973006095072
20.938202,21.020107,20.04528,
19.534908,20.758825,18.486225,-0.5374758193789808
21.122904,20.955448,19.373209,
18.399027,18.8858,17.728415,0.22018533146984814
18.907837,19.337461,18.237886,-0.046877551171279806
19.766008,20.213715,19.094458,-0.06473901610072332
20.735151,20.869118,19.52231,-2.224876403695855
16.048693,16.51329,15.411022,0.5601333648898241
18.97077,19.410498,18.373966,0.1857496756472083
19.498253,20.046574,18.81386,-0.014252467181195022
20.859005,22.094885,19.689545,0.35172225127823553
20.787907,21.38083,19.578814,3.6254668303948665
20.73036,21.067005,19.850004,-0.3481822414821193
20.432524,20.68031,19.854294,0.6292701497599617
21.03689,21.309858,19.65112,
18.127584,18.586031,17.512884,0.15583573851466917
17.583124,18.029198,16.967033,0.30895681849536294
18.53878,19.695087,17.492537,0.7966068987677043
17.645851,18.079409,17.05951,0.36116903035023085
19.972652,21.208292,18.732244,0.6522501378696862
17.282997,17.894491,16.542631,0.6959224592298929
20.56195,20.88269,19.799196,2.4810169942994404
20.637913,21.098713,19.895464,3.0350392925191434
20.07103,20.890314,19.28508,-0.08280050721546955
20.615854,20.723442,19.791067,4.678160188507314
20.138765,21.289268,18.885035,1.086075105299434
19.690968,20.321993,18.999723,0.08234811999373123
21.147093,21.698462,20.093342,
16.576164,17.226875,15.767229,0.8600440482444218
17.884819,18.57335,16.989443,0.8381968338844907
17.434881,18.133106,16.630146,0.7535497630262248
18.866365,19.308847,18.279764,-0.20013048831257235
20.582123,21.23036,19.547226,0.26935458021437675
20.734882,21.262627,19.605696,-1.102790897015252
21.026196,21.281479,20.182072,
20.99708,21.467808,20.216406,
16.92907,17.405773,16.28981,0.38122582477836975
20.307161,21.14688,19.533155,-0.12686397104180305
18.711664,19.506287,17.875818,0.607203544079471
20.463875,20.780174,19.849855,-0.7307108515625362
20.15537,20.968657,19.132248,-0.022305085893484632
20.203526,21.208527,18.827784,1.5911394971695065
20.861877,21.554054,19.64543,4.250961347399111
19.011698,19.481882,18.36235,0.9173961088513505
20.001143,20.791403,18.999727,-1.1888360580587507
17.358133,18.622978,16.25056,2.3141485936239654
21.051754,22.253216,20.209658,
20.215548,20.64292,19.578703,-0.02619265853926417
19.075968,19.596697,18.368843,0.09835064641221805
14.692812,15.358877,13.448484,
20.071993,20.45207,19.507143,-0.0173869556986425
19.194586,19.597773,18.606455,-0.4755563030167764
20.360846,20.741007,19.605839,-0.10420433739008406
20.19868,20.86374,19.18296,1.0520059327830467
19.71035,21.41011,18.320581,4.343355143542034
20.145794,20.499315,19.630491,-0.2347032522097246
20.549187,21.618372,19.267834,-0.5033205175436931
21.015476,21.543001,20.165918,
21.255127,21.512953,19.9425,
17.721567,18.918564,16.644861,1.9235972420519385
17.718136,18.302034,16.99021,0.5397358674721677
20.277607,20.605045,19.792564,0.10256267734313035
19.240017,20.12683,17.907398,2.1654098342708226
17.033726,17.549814,16.325346,0.20699786665785658
20.36337,21.319073,19.291397,0.6802434830128246
20.610594,20.927183,19.921394,-1.1319538138400294
17.642076,18.123075,17.004866,0.14405567747824624
15.647114,16.151148,14.969081,0.09081526798068172
20.340714,21.07229,19.499743,-1.0843586587681735
20.465786,,,1.0318032796047856
16.83883,17.386549,16.122295,0.19824027733203822
15.700542,16.146605,15.081475,0.5933513263322994
19.990646,20.389505,19.449368,-1.014889868865426
20.232063,20.46568,19.477917,-0.6270874925653136
18.988493,19.451046,18.37039,0.33880428835571347
20.275272,20.638584,19.632212,-0.03607886985966452
18.556408,19.169474,17.407282,1.0693507200769434
20.734692,21.149548,19.98656,
20.71104,21.297844,19.495108,0.04394631651645531
15.717841,16.164213,15.103082,0.46280717839169444
17.499453,17.967766,16.849085,0.34292608265811814
20.62178,20.99624,19.504684,0.474375382242067
14.702863,15.188898,14.050581,1.5909533524234527
19.749502,,,-0.02750721182412605
