parallax,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,distance_gspphot
0.5784875810953917,17.229124,17.788763,16.53687,1.251894,0.559639,0.692255,1701.9724
0.5248125821514342,17.499914,17.897943,16.61534,1.2826042,0.39802933,0.8845749,1288.083
0.5757454006309414,12.94676,13.368684,12.351816,1.0168676,0.42192364,0.594944,
0.4291762491207294,16.586077,17.082926,15.855749,1.2271767,0.49684906,0.7303276,1272.7169
0.5610510373350605,17.318293,17.865688,16.607355,1.2583332,0.5473957,0.7109375,1100.6122
1.1972986089740933,19.303638,20.972586,18.176067,2.7965183,1.6689472,1.1275711,
0.48068108298111184,17.10975,17.637325,16.402164,1.2351608,0.52757454,0.7075863,1235.7256
1.364798260500643,18.359215,,,,,,
1.0400876788475233,16.136648,16.474447,15.22632,1.248127,0.33779907,0.9103279,
0.5830494259637224,16.965105,17.491001,16.273762,1.2172394,0.5258961,0.6913433,1601.4462
0.44950029376157613,17.389105,17.941393,16.674143,1.2672501,0.55228806,0.714962,1224.0592
0.5152126284777697,17.827183,18.43643,17.115545,1.3208847,0.6092472,0.7116375,1255.8424
0.5365375183645422,16.459116,16.96238,15.75229,1.2100897,0.5032635,0.7068262,1277.6508
-0.5116039486884396,20.123672,20.73602,18.337397,2.3986225,0.61234665,1.7862759,
0.7474453809396874,20.622215,21.387802,19.921705,1.4660969,0.76558685,0.70051,
,20.554302,21.177567,19.822605,1.3549614,0.6232643,0.7316971,
1.4132737832070887,20.752237,,,,,,
0.5663191868389245,16.85498,17.362162,16.128738,1.2334232,0.50718117,0.72624207,1464.9716
0.6580542659039126,18.173157,18.844416,17.424551,1.4198647,0.6712589,0.7486057,1030.1859
0.32464131407016406,18.168943,18.804817,17.36411,1.4407063,0.6358738,0.80483246,1044.8712
0.38860622165694253,18.525259,19.17583,17.671476,1.5043545,0.6505718,0.85378265,977.6215
0.12403281309459199,15.995909,16.418901,15.073778,1.3451233,0.4229927,0.9221306,
0.26129170464956814,17.631279,18.341482,16.745626,1.5958557,0.7102032,0.88565254,
0.20048902739618732,17.655148,18.269802,16.87483,1.3949718,0.61465454,0.7803173,1143.0518
0.3884674400476994,20.195444,20.600634,19.061214,1.5394192,0.4051895,1.1342297,
-3.116749251905141E-4,16.239758,16.844128,15.281341,1.562787,0.6043701,0.95841694,2964.9526
0.5559923952148539,15.586568,16.205326,14.728398,1.4769278,0.6187582,0.85816956,2066.6213
0.510653424172286,18.771229,19.451956,17.886728,1.5652275,0.680727,0.8845005,847.2753
0.5468413411724901,16.910208,17.421614,16.15674,1.2648735,0.51140594,0.75346756,3667.5286
0.5181262326962806,16.71045,17.21435,15.9650135,1.2493362,0.5039005,0.7454357,1100.3663
0.6386763177880067,17.585594,18.171144,16.865482,1.3056622,0.5855503,0.72011185,
0.37127671370921955,19.279064,20.181366,18.449404,1.7319622,0.9023018,0.8296604,
0.651766447213014,18.3311,19.042799,17.48487,1.5579281,0.71169853,0.84622955,1032.4132
0.37965967930196975,18.8913,19.375717,17.907078,1.4686394,0.48441696,0.9842224,886.5035
0.8589212098892194,18.24548,18.878748,17.502256,1.3764915,0.63326836,0.7432232,1124.4121
-0.004479182964035031,19.283836,,,,,,
0.1727300216019642,19.066652,19.540821,18.059135,1.4816856,0.47416878,1.0075169,
-0.8258316213132757,20.428019,,,,,,
,21.205612,,,,,,
,17.86182,,,,,,
0.6814107594747166,18.336132,19.006441,17.589571,1.4168701,0.67030907,0.74656105,1067.6667
0.8065586057368008,18.619112,19.388735,17.862541,1.5261936,0.7696228,0.7565708,1021.2025
0.24886973381618507,19.180807,19.858677,18.092867,1.76581,0.6778698,1.0879402,
0.5020645645272562,14.532358,15.177775,13.712445,1.4653301,0.6454172,0.8199129,1763.5208
0.4867901761601628,16.69722,17.183134,15.982461,1.2006731,0.48591423,0.7147589,1359.0925
,20.45212,,,,,,
0.07727632224566497,18.881636,19.532204,17.984047,1.5481567,0.650568,0.89758873,1099.2982
1.0440326790633565,19.03389,19.61015,18.075449,1.5347004,0.5762596,0.9584408,
-0.013155745195106594,19.80306,20.704908,18.855057,1.8498516,0.90184784,0.94800377,
0.7164345815231241,19.38185,20.033323,18.413513,1.6198101,0.651474,0.9683361,
0.735625198920653,17.40257,17.915274,16.59396,1.3213139,0.51270294,0.8086109,1406.2567
0.24357134468017982,20.02318,21.074507,19.196142,1.8783646,1.0513268,0.8270378,
0.7363438090582481,18.084198,,,,,,
-0.4852881475667521,19.372349,,,,,,
0.5750989792876395,18.430239,19.091713,17.673618,1.4180946,0.6614742,0.7566204,925.5099
,20.577114,,,,,,
1.0051918589055373,19.988644,20.255228,19.165813,1.0894146,0.2665844,0.8228302,
0.6656420392747981,19.3346,20.094551,18.467756,1.6267948,0.75995064,0.8668442,
,19.250887,18.741302,17.262552,1.4787502,-0.5095844,1.9883347,
-0.10318474692576801,19.712416,20.414715,18.9735,1.4412155,0.7022991,0.7389164,
0.3105490671145148,18.152937,18.587746,17.117998,1.4697475,0.43480873,1.0349388,
0.29382355029757146,20.50352,,,,,,
,20.303873,18.692327,17.171818,1.5205097,-1.6115456,3.1320553,
4.6131812634291665,20.230452,20.286594,18.446913,1.8396816,0.056142807,1.7835388,
,20.384926,,,,,,
0.7812419444873717,20.332466,20.102266,18.90681,1.1954556,-0.23019981,1.4256554,
-0.10170089949146405,,,13.562916,,,,
,20.812819,,,,,,
1.4141721415447523,19.378359,19.642977,18.12122,1.5217571,0.26461792,1.2571392,
0.786555987556373,18.566124,19.137829,17.662298,1.4755306,0.57170486,0.90382576,1102.0953
1.022615140840795,19.57962,20.696938,18.100449,2.596489,1.1173172,1.4791718,
-0.4407811713594167,20.092459,20.55329,19.2403,1.3129902,0.4608307,0.8521595,
1.0368188422367064,19.025549,,,,,,
0.5210045013539367,18.3238,18.216791,17.072063,1.1447277,-0.10700798,1.2517357,
0.4863127006164128,16.673431,16.969486,15.723618,1.2458687,0.29605484,0.94981384,
0.6242771765996079,17.78746,18.196342,16.848938,1.3474045,0.40888214,0.93852234,
0.49997976817204004,16.522049,17.055489,15.814945,1.2405434,0.53343964,0.7071037,3322.4658
0.053985033251325976,18.702236,19.283016,17.756731,1.5262852,0.58078,0.94550514,
,18.60004,,,,,,
1.186730111698816,18.483103,,,,,,
,18.789246,,,,,,
0.5592122966052241,19.117641,,,,,,
0.44478558207170993,18.542343,,,,,,
0.4420971466874845,19.610958,20.412725,18.99864,1.4140854,0.80176735,0.61231804,
0.29371941702421855,19.123102,20.159006,18.337757,1.821249,1.0359039,0.7853451,
,21.129751,,,,,,
0.5644886988029425,19.080673,,,,,,
0.5136011243074077,18.811789,19.051113,17.907167,1.1439457,0.23932457,0.9046211,
0.4729234543864348,18.17155,18.838095,17.430113,1.4079819,0.66654396,0.7414379,984.1781
1.0196729302135703,19.554434,19.888853,18.513296,1.375557,0.33441925,1.0411377,
0.4407838181089983,18.772326,19.505903,18.011967,1.4939365,0.7335777,0.7603588,895.5863
-0.45993740940253697,18.972328,19.598022,18.217422,1.3806,0.6256943,0.7549057,1464.2238
,20.789509,,,,,,
,20.716211,21.484316,19.133656,2.3506603,0.76810455,1.5825558,
0.892284848749446,20.102795,19.444796,17.966473,1.478323,-0.65799904,2.136322,
0.7981534485177962,18.522617,18.918882,17.448858,1.4700241,0.39626503,1.0737591,
0.49999460914203026,18.080214,18.679104,17.249779,1.4293251,0.5988903,0.8304348,1054.2046
0.20758506858685014,17.666594,,,,,,
,18.448206,,,,,,
0.6254718124409683,18.178894,18.732637,17.323051,1.409586,0.55374336,0.8558426,912.1611
0.5428328072956444,20.048353,,,,,,
0.6210760663620669,17.08446,17.548712,16.302462,1.2462502,0.46425247,0.7819977,1403.5889
0.6626083547815514,18.064032,17.987186,16.653795,1.3333912,-0.07684517,1.4102364,
0.6866266906667353,19.07482,,,,,,
-1.0255183067359377,17.933739,18.429056,16.97425,1.4548054,0.49531746,0.9594879,1145.5067
0.13475479814741265,17.435114,17.89464,16.610312,1.2843285,0.45952606,0.8248024,1259.8931
0.12066616786108533,,,,,,,
0.4027670059608541,19.551514,20.358776,18.951273,1.4075031,0.8072624,0.6002407,
2.1576896621998287,20.37755,21.313206,19.457035,1.8561707,0.9356556,0.92051506,
1.7044845227405048,20.428534,19.776714,18.243631,1.533083,-0.6518192,2.1849022,
0.08692065022385291,20.425276,21.3414,19.533854,1.8075466,0.91612434,0.8914223,
,20.766,21.137016,19.698353,1.4386635,0.37101555,1.0676479,
0.6211877619368181,17.252726,17.813086,16.536781,1.2763042,0.56035995,0.7159443,1855.7416
,20.90841,22.666016,20.126043,2.5399723,1.7576065,0.7823658,
,20.641447,21.52326,19.781054,1.7422066,0.88181305,0.8603935,
,20.521803,21.468607,19.724102,1.7445049,0.94680405,0.7977009,
,20.834066,21.430908,19.673262,1.7576466,0.5968418,1.1608047,
,20.874352,21.346657,20.332815,1.0138416,0.4723053,0.54153633,
0.5137239585148785,18.735159,19.557196,18.008656,1.5485401,0.82203674,0.7265034,918.6872
0.48862451159220094,,,,,,,
-1.1857154963627765,19.57262,20.662209,18.596523,2.0656853,1.0895882,0.9760971,
,20.257648,,,,,,
0.052182698383461956,18.02641,,,,,,
0.08228870057972072,15.964124,16.632334,15.101843,1.5304909,0.66821,0.86228085,4419.022
0.2796551344889918,17.269327,,,,,,
0.26413925195002025,17.7792,18.378574,17.077293,1.301281,0.5993748,0.7019062,2079.496
8.179961684917501,18.381659,18.719414,17.180353,1.5390606,0.3377552,1.2013054,
0.5345672470768355,17.048027,17.579584,16.344753,1.2348309,0.5315571,0.7032738,1353.396
0.5652623470236606,16.031263,16.544722,15.287857,1.2568645,0.51345825,0.7434063,1508.2811
0.5151931804065011,13.582319,13.778643,13.221706,0.55693626,0.1963234,0.36061287,
0.5818243433691278,15.782642,16.389519,15.007001,1.3825178,0.6068764,0.77564144,1682.207
0.6037400022718725,16.988306,17.518074,16.27312,1.2449532,0.529768,0.71518517,1267.2745
0.42544617107925414,17.067738,17.27704,16.02888,1.2481613,0.2093029,1.0388584,
0.6124256129073299,17.161524,17.675898,16.417675,1.2582226,0.5143738,0.7438488,1667.7869
0.4833444607307261,18.716925,19.384752,17.911198,1.4735546,0.6678276,0.805727,
0.5604147077708934,17.858522,18.551039,17.034615,1.5164242,0.6925163,0.82390785,1053.5786
0.45815093598595336,17.247261,17.788553,16.511892,1.2766609,0.5412922,0.7353687,1163.5835
0.40363061595142385,17.195192,17.744898,16.484026,1.2608719,0.5497055,0.7111664,1293.3655
0.44416641285247593,16.883158,17.402752,16.172922,1.2298298,0.5195942,0.7102356,1248.4645
0.5472905295515593,16.274857,16.77579,15.556434,1.2193556,0.5009327,0.7184229,
0.47807035671817555,14.2866745,14.963183,13.447609,1.5155745,0.6765089,0.83906555,1368.6058
0.5738392722826389,15.951989,16.494883,15.130234,1.3646488,0.5428934,0.8217554,
0.46606146031598356,16.020863,16.572191,15.275118,1.2970734,0.55132866,0.7457447,
-1.411889004696436,15.010287,15.598828,14.154564,1.4442644,0.58854103,0.8557234,1591.1354
0.36624484614948705,16.43524,16.95655,15.745097,1.2114534,0.5213108,0.69014263,5580.8125
0.15736226860992106,18.895718,18.909416,17.68041,1.2290058,0.013698578,1.2153072,
0.5078573557998038,14.897389,15.493829,14.046098,1.447731,0.59643936,0.85129166,
0.511471682472432,17.14859,17.632103,16.392906,1.2391968,0.48351288,0.7556839,
0.5845130721339823,16.121069,16.617851,15.358218,1.2596331,0.4967823,0.76285076,1475.3392
0.5491282858947147,17.363968,18.01653,16.59541,1.4211197,0.6525612,0.7685585,999.5044
,20.946787,,,,,,
-0.1521245704282664,17.995722,18.62096,17.177683,1.4432774,0.6252384,0.81803894,994.2032
,20.9305,20.598667,19.677805,0.9208622,-0.3318329,1.2526951,
,20.602568,,,,,,
1.0108168257796106,19.298979,19.84241,17.89001,1.9523983,0.5434303,1.408968,
,20.912931,,,,,,
0.7064585593444711,17.9823,18.607088,17.23009,1.3769989,0.6247883,0.7522106,1077.564
-1.237887406871741,19.75717,20.660898,18.738153,1.9227448,0.9037285,1.0190163,
0.4840851997765693,18.165794,18.510033,17.044043,1.4659901,0.34423828,1.1217518,
,17.479177,16.635818,15.61406,1.0217581,-0.843359,1.8651171,
1.0201729481690247,18.087091,19.200253,17.08829,2.1119633,1.1131611,0.9988022,706.6224
0.495594732046668,17.386768,17.916357,16.649942,1.2664146,0.5295887,0.73682594,1370.6375
0.5464398451915817,17.864716,18.442442,17.116928,1.3255138,0.57772636,0.7477875,1523.0603
0.5499850627167644,17.893438,18.459066,17.106066,1.3530006,0.56562805,0.7873726,1256.032
0.4210421686838968,18.575098,19.282661,17.783653,1.4990082,0.7075634,0.7914448,912.2628
1.1414514587730122,19.328945,,,,,,
0.6215078454478975,18.315882,18.96324,17.535019,1.4282207,0.64735794,0.7808628,869.8446
0.6981012117552943,17.476084,18.023628,16.75855,1.2650776,0.5475445,0.7175331,1580.0085
-0.15346382458762892,19.013567,19.765654,18.22912,1.5365334,0.75208664,0.7844467,
0.49059840249897246,19.85951,21.164885,19.081326,2.083559,1.3053741,0.7781849,
0.5988108983696956,20.2449,20.083002,18.363216,1.7197857,-0.16189766,1.8816833,
0.76648930523204,19.76976,20.87853,18.83644,2.0420914,1.1087704,0.933321,
0.40700657721368777,18.868103,19.610874,18.019161,1.591713,0.74277115,0.8489418,1202.0115
0.4023832012629315,19.14348,19.988398,18.336117,1.6522808,0.8449173,0.8073635,
0.05240120680200844,19.373686,20.297188,18.581247,1.7159405,0.92350197,0.7924385,
0.13975311046885003,19.171669,18.497211,17.086452,1.410759,-0.67445755,2.0852165,
0.6466840581478954,19.810871,19.94217,18.32926,1.6129093,0.13129807,1.4816113,
0.34586275164536306,18.965252,19.513512,18.355152,1.1583595,0.54825974,0.6100998,1820.963
0.06869319171962875,19.467743,20.248352,18.58329,1.665062,0.78060913,0.8844528,
0.4750325339237364,19.125761,19.935532,18.289913,1.6456184,0.8097706,0.83584785,
,20.490044,,,,,,
0.7396030850794516,18.172909,18.732656,17.37565,1.3570061,0.5597477,0.7972584,
0.5890238686049687,18.743608,19.483149,17.962532,1.5206165,0.7395401,0.78107643,1042.5466
0.9167230929479754,19.173136,20.037977,18.38674,1.6512375,0.86484146,0.786396,
1.0792744642608736,20.004599,21.18414,18.943756,2.2403831,1.1795406,1.0608425,
0.43050716940755374,19.236103,20.195213,18.441048,1.7541656,0.95911026,0.7950554,
0.6087968356436192,19.065432,19.946114,18.201986,1.7441273,0.880682,0.8634453,
0.8852510893468183,19.096436,,,,,,
1.3040485373115986,19.953596,20.520168,18.794693,1.7254753,0.5665722,1.1589031,
0.3767338409707415,17.457989,,,,,,
0.5712280679616496,17.148806,17.518604,16.251234,1.2673702,0.36979866,0.89757156,1285.326
0.8154810606648408,18.60502,18.617292,17.161108,1.4561844,0.012271881,1.4439125,
0.412039165654615,19.236637,20.067505,18.43631,1.6311951,0.83086777,0.8003273,
2.626393056167736,20.27821,21.913168,19.12899,2.7841778,1.6349583,1.1492195,
